,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,Index,Channel_Time,P_NI_Box_P,T_NI_Box_C,P_Oil_psi,P_TM_Cooling_Snake_psi,P_Fuel_psi,P_Inlet_Mass_Flow_1_Pa,P_Inlet_Mass_Flow_2_Pa,P_PT_Exit_Flow_Pressure_5_Pa,P_Combustor_Pa,P_Impeller_Discharge_1_Pa,P_Impeller_Discharge_2_Pa,P_Impeller_Discharge_3_Pa,P_Impeller_Discharge_4_Pa,P_LSSP_Inlet_1_Pa,P_LSSP_Inlet_3_Pa,P_LSSP_Outlet_1_Pa,P_LSSP_Outlet_3_Pa,F_Axial_N,T_Gen_Embedded_pt_1_C,T_Gen_Embedded_pt_2_C,T_Gen_Fluid_in_ntc_C,T_Gen_Fluid_out_ntc_C,P_M_Fuel_psi,P_M_Anulus_psi,P_M_Mixer_psi,M_Fuel_Temp_rtd_C,P_Inlet_Mass_Flow_3_Pa,P_Inlet_Mass_Flow_4_Pa,BM_Inlet_1_Pa,T_Inlet_Air_c,T_Combustor_Can_Boot_c,T_Combustor_Cap_c,T_Seal_Bypass_Flow_1_c,T_Seal_Bypass_Flow_2_c,T_Turbine_Exit_Flow_c,T_Oil_Inlet_Flow_c,T_Oil_Outlet_Flow_c,T_TM_Cooling_Snake_In_c,T_TM_Cooling_Snake_Out_c,T_Heat_Shield_Cavity_c,T_Combustor_Can_Surface_1_c,T_Combustor_Can_Surface_2_c,T_Hot_Section_Housing_1_c,T_Methane_Anulus_c,T_Oil_Sump_Vent_Temperature_c,T_Cross_Duct_Flow_1_c,T_Cross_Duct_Flow_3_c,T_Cross_Duct_Flow_5_c,T_Turbine_Exit_Flow_4_c,xx_M_Annulus_c,xx_M_Exit_c,Ch1 RMS_[ m/s2 ],Ch2 RMS_[ m/s2 ],Ch1 Crest Factor_[ - ],Ch2 Crest Factor_[ - ],run_elapsed_sec,Index_y,t_stamp,atmospheric pressure,bearing temperature,co2 temperature,fuel inlet pressure,fuel inlet temperature,fuel regulator,fuel supply pressure,generator case temperature 1,generator case temperature 2,generator case temperature 3,generator case temperature 4,generator outlet temperature,generator phase1 current,generator phase1 voltage,generator phase2 current,generator phase2 voltage,generator phase3 current,generator phase3 voltage,inlet static pressure,inlet temperature,n1 speed sensor,n2 speed sensor,oil pressure,oil temperature,pt outlet pressure 1,pt outlet pressure 2,pt outlet pressure 3,pt outlet pressure 4,pt outlet temperature 1,pt outlet temperature 2,pt outlet temperature 3,pt outlet temperature 4,turbine outlet temperature 1,turbine outlet temperature 2,relay_st1,relay_st2,relay_st3,relay_st4,relay_st5,n2b analog,n2b speed sensor,N1.1,TET,PWR,voltage,current,power
133,136,136,136,136.0,2:16:44 PM,0.0,6.299999714,1.208733201,667.9000244,0.563025081329985,136,2:16:44 PM,101442.9458,48.0316,39.9683,12.6199,-0.3546,-148.1276,-196.5275,20971.6258,20258.7937,18323.9641,18154.2422,18035.4368,18374.8806,20343.6547,19562.9339,19579.9061,20445.4878,-820.6127,25.2395,26.0992,23.2235,23.4658,11.6166,2.404,2.4717,21.386,265.1392,226.275,10.7286,23.1938,2295.7262,2295.7262,47.5332,46.9265,643.05,47.6166,69.0365,27.1832,31.7842,62.7778,2295.7262,2295.7262,2295.7262,158.7857,25.2355,51.6798,51.7873,51.9866,669.3145,2295.3794,2295.3794,15.2147,9.4105,3.3527,2.3065,136.0,150.0,2:14:43 PM,1.009328365,46.40000153,54.20000076,-0.06234628,23.39999962,0,-4.58605957,27.79999924,27.29999924,46.70000076,50.59999847,25.0,10.4383688,18.07183075,10.39496517,18.00130081,10.28103352,18.21289063,0.000436395,26.20000076,0.0,6.299999714,8.171603203,49.09999847,1.208733201,1.217336655,1.029369116,1.219581127,55.79999924,55.90000153,56.09999847,56.20000076,667.9000244,657.5,1,1.0,0,0,0,5.891926765,0,0.0,663.0,0.6,18.09534073,31.11436749,0.563025081329985
134,137,137,137,137.0,2:16:45 PM,0.0,6.149999857333333,1.2051484785,667.9000244,0.5374659014477656,137,2:16:45 PM,101472.6486,48.0364,39.1436,3.8711,-0.4572,-146.487,-190.7852,20343.6547,20139.9884,17950.5759,17712.9653,17611.1321,17882.6871,19834.489,19070.7404,19087.7126,20004.2109,-820.5387,25.2395,26.0992,23.2402,23.4783,12.4905,2.2933,2.4348,21.3735,254.6981,222.7946,10.7694,23.0342,2295.5618,2295.5618,47.3976,46.9924,643.4183,47.578,68.4619,27.142,32.051,63.1884,2295.5618,2295.5618,2295.5618,159.667,25.1919,51.2863,51.4024,51.5309,669.3056,2295.3882,2295.3882,16.3927,9.3524,3.6921,2.1091,137.0,150.8333333333333,,1.009328365,46.31666628833333,53.86666616,-0.06234628,23.39999962,0,-4.577746709166666,28.13333384,27.29999924,46.70000076,50.43333435333333,24.91666635,10.194228175,17.67849413333333,10.15986697,17.580836935,10.0414133075,17.78790473833333,0.000436395,26.11666711,0.0,6.149999857333333,8.171603203,48.84999911166666,1.2051484785,1.213907798333333,1.029369116,1.213814178666667,55.30000050666667,55.39999962166667,55.68333180333334,55.78333409333334,667.9000244,657.5,1,1.0,0,0,0,5.733687956666667,0,0.0,663.0,0.5166666666666666,17.682411935555553,30.395508452499996,0.5374659014477656
135,138,138,138,138.0,2:16:46 PM,0.0,6.0,1.198633432,667.9000244,0.5036237917553938,138,2:16:46 PM,101383.5402,48.0364,39.1313,6.7558,-0.4162,-140.7446,-191.6055,19715.6836,19970.2665,17339.5771,17169.8552,17051.0499,17492.3268,19189.5457,18442.7694,18595.5191,19461.1008,-820.3907,25.2395,25.8843,23.2402,23.4783,11.8012,2.1825,2.1763,21.3651,246.5772,222.7946,10.7694,23.0092,2295.7685,2295.7685,47.3166,46.9186,643.9892,47.6506,68.7162,27.2182,32.3452,62.9781,2295.7685,2295.7685,2295.7685,160.1527,24.8479,50.9643,50.9233,51.3107,669.4803,2295.4598,2295.4598,18.5662,9.2414,3.1897,2.4121,138.0,152.0,2:14:45 PM,1.009328365,46.29999924,53.5,-0.06234628,23.39999962,0,-4.578577995,28.20000076,27.29999924,46.70000076,50.40000153,25.10000038,9.874132156,17.14409828,9.814453125,17.02474022,9.705946922,17.23090363,0.000436395,25.89999962,0.0,6.0,8.171603203,48.59999847,1.198633432,1.208172083,1.029369116,1.207985163,54.70000076,54.90000153,55.09999847,55.40000153,667.9000244,657.5,1,1.0,0,0,0,5.517578125,0,0.0,663.0,0.5,17.13324737666667,29.394532203000004,0.5036237917553937
136,139,139,139,139.0,2:16:47 PM,0.0,5.799999793333333,1.194269378666667,667.8166605666668,0.480752574957167,139,2:16:47 PM,101438.7026,48.0316,39.5498,8.9782,-0.4777,-139.9243,-189.9648,19104.6848,20224.8494,16830.4115,16745.5505,16796.4671,17000.1333,18714.3244,17933.6037,17984.5203,19342.2954,-820.3167,25.2395,26.3141,23.2402,23.4741,10.2258,2.201,2.201,21.3526,240.1965,223.3746,10.116,23.056,2295.787,2295.787,47.1284,46.9775,644.4492,47.6801,68.8286,27.2549,32.3168,63.4669,2295.787,2295.787,2295.787,160.7768,24.9973,50.3624,50.4915,50.755,669.3682,2295.444,2295.444,21.5221,9.1407,3.4667,2.4872,139.0,152.8333333333333,,1.009328365,46.13333193166667,53.16666539166667,-0.06234628,23.39999962,0,-4.574421565,28.45000012666666,27.04999987333333,46.86666806833333,50.31666628833333,25.26666609666666,9.6390339535,16.74623807166667,9.592918555,16.65400727833334,9.466326713666666,16.85565026333333,0.000436395,25.73333390333333,0.0,5.799999793333333,8.171603203,48.26666704500001,1.194269378666667,1.203184564666667,1.029369116,1.2029975455,54.19999885166667,54.316667555,54.599999745,54.98333486333333,667.8166605666668,657.2500101666666,1,1.0,0,0,0,5.369888146666667,0,0.0,663.0,0.5,16.751965204444446,28.69827922216667,0.48075257495716706
137,140,140,140,140.0,2:16:48 PM,0.0,5.460000038,1.17974329,667.7999878,0.4365446859264353,140,2:16:48 PM,101438.7026,48.0316,39.9313,11.0514,-0.4059,-138.2836,-187.5038,18425.7972,16287.3015,16117.5796,16015.7465,16032.7186,16338.218,18018.4647,17322.6049,17373.5215,18442.7694,-820.0947,25.4544,26.5291,23.2486,23.4866,11.2781,2.1025,2.1025,21.3442,226.855,219.8943,10.0956,22.971,2295.7543,2295.7543,46.9083,46.7325,644.5815,47.6475,69.1602,27.3352,32.4307,63.6348,2295.7543,2295.7543,2295.7543,162.1338,25.3752,49.9035,50.0642,50.3073,669.0741,2295.5833,2295.5833,19.4555,9.2012,2.9007,2.3221,140.0,154.0,2:14:47 PM,1.009328365,46.09999847,52.09999847,-0.06234628,23.39999962,0,-4.576084137,27.89999962,26.79999924,46.90000153,50.29999924,25.0,9.320746422,15.76605892,8.978949547,16.12413216,8.859591484,16.33029556,0.000436395,25.39999962,0.0,5.460000038,8.171603203,48.20000076,1.17974329,1.189094782,1.029369116,1.189842939,52.79999924,53.09999847,53.5,53.59999847,667.7999878,657.2000122,1,1.0,0,0,0,4.994936466,0,0.0,663.0,0.4,16.073495546666667,27.159287452999997,0.43654468592643536
138,141,141,141,141.0,2:16:49 PM,0.0,5.378181717545455,1.17685279,667.663629709091,0.4245433557208172,141,2:16:49 PM,101438.7026,48.0267,38.4605,12.2625,-0.3751,-134.1819,-181.7615,17763.8818,16219.4127,15608.414,15506.5808,15540.5252,15862.9968,17560.2156,16796.4671,16728.5783,17746.9096,-820.0947,25.2395,26.3141,23.2528,23.4866,10.4597,1.9671,2.0656,21.3359,217.574,217.574,10.116,22.8774,2295.7247,2295.7247,46.8606,46.692,644.3032,47.6938,69.3923,27.215,32.3152,64.0472,2295.7247,2295.7247,2295.7247,162.7062,25.6064,49.7381,49.7042,50.0539,668.6676,2295.3358,2295.3358,20.1885,9.3514,3.1198,2.4506,141.0,154.4545454545455,,1.009328365,46.00909077,51.91818132909091,-0.06234628,23.39999962,0,-4.573816992909091,27.85454490181818,26.93636339454545,46.90000153,50.29999924,25.04545471818182,9.185112693363635,15.55151124272727,8.855645960181818,15.90958448272727,8.726423870363636,16.12067968272727,0.000436395,25.44545433818182,0.0,5.378181717545455,8.171603203,48.10909132363636,1.17685279,1.186374317454545,1.029369116,1.186357368090909,52.57272651272727,53.00909077,53.36363670909091,53.41818132909091,667.663629709091,657.0636541090909,1,1.0,0,0,0,4.913556185545454,0,0.0,662.5454545454545,0.4,15.86059180272727,26.76718252390909,0.42454335572081714
139,142,142,142,142.0,2:16:50 PM,0.0,5.29636339709091,1.17396229,667.5272716181818,0.4127089867300402,142,2:16:50 PM,101447.1891,48.0316,39.7836,13.1077,-0.4777,-134.1819,-182.5818,17203.7996,16796.4671,15184.1093,15116.2205,14980.4431,15353.8312,16932.2446,16168.4961,16083.6352,17084.9943,-820.0207,25.2395,25.6694,23.2611,23.4992,10.6258,1.9179,1.8563,21.3275,211.1933,216.9939,9.4831,22.9406,2295.7707,2295.7707,46.7435,46.6824,644.0761,47.7591,69.4824,27.4156,32.3218,64.2607,2295.7707,2295.7707,2295.7707,163.514,25.6938,49.4031,49.4828,49.7449,668.4896,2295.4061,2295.4061,19.8933,9.4065,2.7119,2.1191,142.0,154.9090909090909,,1.009328365,45.91818307,51.73636418818182,-0.06234628,23.39999962,0,-4.571549848818182,27.80909018363636,27.07272754909091,46.90000153,50.29999924,25.09090943636364,9.049478964727273,15.33696356545455,8.732342373363636,15.69503680545454,8.593256256727273,15.91106380545455,0.000436395,25.49090905636364,0.0,5.29636339709091,8.171603203,48.01818188727272,1.17396229,1.183653852909091,1.029369116,1.182871797181818,52.34545378545455,52.91818307,53.22727341818182,53.23636418818182,667.5272716181818,656.9272960181818,1,1.0,0,0,0,4.832175905090909,0,0.0,662.0909090909091,0.4,15.647688058787878,26.37507759481818,0.41270898673004014
140,143,143,143,143.0,2:16:51 PM,0.0,5.099999905,1.168521285,667.5,0.3728832437496009,143,2:16:51 PM,101459.9188,48.0316,39.4821,16.209,-0.2827,-127.6192,-174.3784,16711.6061,14590.0828,14742.8324,14624.0271,14454.3053,14725.8603,16270.3293,15591.4418,15608.414,16575.8286,-819.8726,25.4544,26.5291,23.2695,23.4992,9.1181,1.8871,1.9856,21.315,201.3322,216.9939,8.8501,22.8276,2295.7205,2295.7205,46.4804,46.6162,644.0909,47.6004,69.24,27.4189,32.5664,64.4451,2295.7205,2295.7205,2295.7205,163.9151,25.4704,49.1655,49.0372,49.3649,668.6167,2295.3648,2295.3648,21.6888,9.3815,2.6879,2.5539,143.0,156.0,2:14:50 PM,1.009328365,45.70000076,51.29999924,-0.06234628,23.39999962,0,-4.576084137,27.89999962,27.10000038,46.90000153,50.29999924,25.0,8.447265625,14.80034733,8.409288406,14.73524284,8.30078125,14.93055534,0.000436395,25.60000038,0.0,5.099999905,8.171603203,47.59999847,1.168521285,1.177311778,1.029369116,1.177311778,52.29999924,52.5,52.70000076,52.79999924,667.5,656.5,1,1.0,0,0,0,4.640480518,0,0.0,662.0,0.4,14.822048503333333,25.157335281,0.3728832437496009
141,144,144,144,144.0,2:16:52 PM,0.0,5.0,1.163221935833333,667.3333231666667,0.353330489498147,144,2:16:52 PM,101451.4323,48.0267,39.8329,8.1645,-0.3648,-131.7209,-171.0971,16338.218,14335.5,14216.6947,14216.6947,13962.1119,14352.4722,15761.1636,15048.3318,15099.2484,16066.663,-819.6506,25.4544,26.3141,23.2653,23.4992,8.6381,1.7579,1.8071,21.3108,192.6313,215.2538,8.8501,23.0546,2295.7081,2295.7081,46.282,46.5678,644.1751,47.6088,69.9942,27.5149,32.4584,64.7042,2295.7081,2295.7081,2295.7081,164.5619,24.8681,48.8187,48.783,49.1911,668.5191,2295.4605,2295.4605,27.3508,10.562,2.5518,2.2487,144.0,156.8333333333333,,1.009328365,45.61666551833333,51.04999987333333,-0.06234628,23.39999962,0,-4.571927706166667,27.98333327,27.18333403,46.90000153,50.13333193166667,25.08333365,8.212167421666667,14.41153113,8.174189408499998,14.35998948166667,8.083767095833332,14.54626035666667,0.000436395,25.51666673,0.0,5.0,8.171603203,47.43333435333333,1.163221935833333,1.172012528,1.0284340185,1.172168393833333,52.04999987333333,52.16666539166667,52.36666616,52.466667815,667.3333231666667,656.3333231666667,1,1.0,0,0,0,4.489776532166667,0,0.0,662.0,0.3166666666666666,14.439260322777779,24.470123926,0.353330489498147
142,145,145,145,145.0,2:16:53 PM,0.0,4.739999771,1.15711236,667.2999878,0.3265482908693013,145,2:16:53 PM,101451.4323,48.0412,38.3005,5.3555,-0.4777,-122.6972,-167.8157,15455.6643,16032.7186,13554.7795,13554.7795,13537.8073,13724.5013,15251.998,14539.1662,14607.055,15455.6643,-819.5766,25.2395,25.8843,23.2778,23.5117,9.3581,1.6409,1.8071,21.3025,186.2506,215.2538,8.2171,23.2381,2295.7821,2295.7821,46.2504,46.4898,644.3272,47.7011,69.9685,27.5216,32.6038,64.8952,2295.7821,2295.7821,2295.7821,164.8753,24.8759,48.474,48.3804,48.7222,668.5375,2295.3641,2295.3641,28.9407,11.1879,2.5673,2.3349,145.0,158.0,2:14:52 PM,1.009328365,45.59999847,50.70000076,-0.06234628,23.39999962,0,-4.576084137,28.0,27.20000076,46.90000153,50.09999847,25.10000038,7.888454914,13.87261295,7.845052242,13.82378483,7.747395992,14.02452183,0.000436395,25.60000038,0.0,4.739999771,8.171603203,47.20000076,1.15711236,1.166089892,1.028246999,1.165902853,51.5,51.70000076,51.79999924,52.0,667.2999878,656.0,1,1.0,0,0,0,4.291449547,0,0.0,662.0,0.3,13.906973203333331,23.480903148000003,0.3265482908693013
143,146,146,146,146.0,2:16:54 PM,0.0,4.639999866833333,1.15305984,667.1333109666666,0.3084871931307862,146,2:16:54 PM,101451.4323,48.0412,39.5744,4.3442,-0.4162,-125.9785,-166.9954,14963.4709,13079.5583,13130.4748,13113.5026,13028.6417,13351.1132,14759.8046,14046.9728,13928.1675,15082.2762,-819.5766,25.4544,26.3141,23.282,23.5075,8.3734,1.604,1.5856,21.2941,174.6493,210.0332,7.5638,23.2631,2295.7778,2295.7778,46.0862,46.4313,644.7597,47.6829,70.0308,27.4913,32.6016,65.1839,2295.7778,2295.7778,2295.7778,165.4424,24.8507,47.9883,47.9537,48.3647,668.6253,2295.3231,2295.3231,43.3098,14.5899,2.2092,2.3861,146.0,158.8333333333333,,1.009328365,45.43333435333333,50.53333346,-0.06234628,23.39999962,0,-4.569849888666667,28.0,27.36666647666667,46.90000153,49.93333435333333,25.26666609666666,7.644314289,13.51092243333333,7.618996063666667,13.45305268,7.521339813666667,13.65379047166667,0.000436395,25.84999974666666,0.0,4.639999866833333,8.171603203,47.03333346,1.15305984,1.161569873666667,1.028246999,1.162006298833333,51.25000063333334,51.36666616,51.54999987333333,51.66666539166667,667.1333109666666,655.8333231666667,1,1.0,0,0,0,4.1482807795,0,0.0,661.1666666666666,0.3,13.539255195,22.784650166333336,0.30848719313078626
144,147,147,147,147.0,2:16:55 PM,0.0,4.440000057,1.144768119,667.0999756,0.2848080642487075,147,2:16:55 PM,101464.1621,48.0412,39.876,4.4388,-0.4572,-122.6972,-165.3547,14386.4165,14097.8894,12706.1702,12468.5596,12417.6431,12604.3371,14097.8894,13266.2523,13334.141,14437.3331,-819.3546,24.8096,25.6694,23.2862,23.5159,8.5704,1.4933,1.5733,21.2899,170.5889,210.6132,7.5842,23.739,2295.7842,2295.7842,45.9366,46.3073,644.8347,47.7087,69.6107,27.614,32.7661,65.4669,2295.7842,2295.7842,2295.7842,165.9314,24.9532,47.2928,47.3432,47.7806,668.4236,2295.4538,2295.4538,33.382,12.6888,2.4726,2.3154,147.0,160.0,2:14:54 PM,1.009328365,45.29999924,50.20000076,-0.06234628,23.39999962,0,-4.57109642,28.0,27.39999962,46.90000153,49.79999924,25.39999962,7.340494633,12.98828125,7.307942867,12.95030403,7.215711594,13.14019108,0.000436395,26.10000038,0.0,4.440000057,8.171603203,46.70000076,1.144768119,1.153184652,1.028246999,1.155054927,50.70000076,50.90000153,50.90000153,51.09999847,667.0999756,655.5999756,1,1.0,0,0,0,3.947844267,0,0.0,661.0,0.3,13.026258786666666,21.864149094,0.2848080642487075
145,148,148,148,148.0,2:16:56 PM,0.0,4.339999755333333,1.140248199,666.9333496,0.2677829798319814,148,2:16:56 PM,101442.9458,48.046,38.8605,4.6617,-0.4777,-121.0565,-162.0734,13775.4179,13962.1119,12078.1994,12112.1438,11976.3663,12213.9769,13605.696,12774.0589,12960.753,13792.39,-819.3546,25.4544,25.8843,23.2904,23.5284,7.278,1.3886,1.3948,21.2858,158.4075,206.5528,7.5638,23.684,2295.6995,2295.6995,45.7415,46.2202,645.021,47.6215,69.4391,27.5503,32.8717,65.518,2295.6995,2295.6995,2295.6995,166.751,25.1895,46.8184,46.9598,47.3435,668.5743,2295.4971,2295.4971,41.7321,13.427,2.1332,2.2686,148.0,160.8333333333333,,1.009328365,45.29999924,49.78333409333334,-0.06234628,23.39999962,0,-4.575252850833333,27.66666698333334,27.23333390333333,46.90000153,49.63333193166667,25.31666597,7.096354008,12.62207031666667,7.081886688666667,12.58861351333333,6.976092179833334,12.76493772166667,0.000436395,25.84999943,0.0,4.339999755333333,8.171603203,46.45000140166667,1.140248199,1.148820598666667,1.028246999,1.150379141166667,50.11666679333334,50.23333231333334,50.316667555,50.51666768666666,666.9333496,655.3499857666667,1,1.0,0,0,0,3.807689706166665,0,0.0,661.0,0.3,12.658540517222223,21.1543328765,0.2677829798319814
146,149,149,149,149.0,2:16:57 PM,0.0,4.139999866,1.135229588,666.7999878,0.2445625324664243,149,2:16:57 PM,101442.9458,48.046,39.439,4.6554,-0.4572,-118.5955,-157.9717,13385.0576,14437.3331,11840.5888,11840.5888,11636.9226,11840.5888,13164.4192,12553.4206,12536.4484,13317.1689,-818.9845,25.2395,26.0992,23.2904,23.5201,8.1027,1.3394,1.4009,21.2858,154.3471,208.8731,7.5842,23.7967,2295.7545,2295.7545,45.6432,46.1484,645.5338,47.6745,69.2373,27.6531,33.1447,65.9028,2295.7545,2295.7545,2295.7545,167.0461,24.9192,46.5016,46.5428,46.9783,668.8985,2295.411,2295.411,35.7313,12.1779,2.3155,2.3772,149.0,162.0,2:14:56 PM,1.009328365,45.29999924,49.20000076,-0.06234628,23.39999962,0,-4.57109642,27.29999924,27.0,46.90000153,49.40000153,25.0,6.74913168,12.09309959,6.759982586,12.05512142,6.656900883,12.23415756,0.000436395,25.60000038,0.0,4.139999866,8.171603203,46.20000076,1.135229588,1.144207001,1.028246999,1.143271923,49.40000153,49.5,49.70000076,49.90000153,666.7999878,655.0999756,1,1.0,0,0,0,3.607855797,0,0.0,661.0,0.2,12.127459523333334,20.166015149,0.24456253246642434
147,150,150,150,150.0,2:16:58 PM,0.0,3.989999811,1.1322682305,666.7999878,0.2302851096862825,150,2:16:58 PM,101438.7026,48.0364,39.7775,5.2315,-0.4367,-117.7752,-156.331,13079.5583,11993.3385,11450.2286,11433.2564,11331.4233,11602.9783,12858.9199,12027.2828,12061.2272,13198.3636,-818.9845,25.2395,26.5291,23.2904,23.5242,7.6288,1.3271,1.364,21.2691,146.8062,207.7129,7.5433,23.8289,2295.6646,2295.6646,45.2801,45.9702,645.7433,47.5829,70.7626,27.517,32.9544,65.9943,2295.6646,2295.6646,2295.6646,168.0905,25.5261,46.386,46.4011,46.6179,669.0055,2295.6391,2295.6391,34.5991,11.9405,2.4067,2.3819,150.0,162.8333333333333,,1.009328365,45.13333193166667,49.03333346,-0.06234628,23.39999962,0,-4.5690186025,27.04999987333333,26.8333327,46.90000153,49.31666628833333,24.91666635,6.554723580833333,11.75853554,6.533926407666667,11.72507937833333,6.4263238905,11.91767915166667,0.000436395,25.60000038,0.0,3.989999811,8.171603203,46.03333346,1.1322682305,1.140466411833333,1.028246999,1.1409340305,48.98333486333333,49.08333333333334,49.28333409333334,49.64999898,666.7999878,655.1833394333332,1,1.0,0,0,0,3.484278480333333,0,0.0,661.0,0.2,11.800431356666666,19.514973879,0.23028510968628252
148,151,151,151,151.0,2:16:59 PM,0.0,3.659999847,1.124568701,666.7999878,0.2034519400638111,151,2:16:59 PM,101468.4053,48.0364,38.9098,5.4333,-0.4162,-116.9548,-158.792,12434.6153,11959.3941,11178.6737,10958.0353,11025.924,11161.7015,12468.5596,11857.561,11738.7557,13283.2245,-818.8365,25.4544,26.5291,23.2945,23.5242,7.0011,1.2779,1.3148,21.2691,141.0056,207.7129,7.5638,23.7717,2295.7625,2295.7625,45.303,45.9497,646.1118,47.6858,71.1662,27.6487,33.1532,66.3167,2295.7625,2295.7625,2295.7625,168.7089,25.2759,46.1619,45.9376,46.3129,668.9328,2295.31,2295.31,28.7204,10.3487,2.431,2.3417,151.0,164.0,2:14:58 PM,1.009328365,45.09999847,48.40000153,-0.06234628,23.39999962,0,-4.568603039,27.0,26.89999962,46.90000153,49.09999847,24.79999924,6.244575024,10.94292545,6.000433922,11.25759602,5.897352219,11.44205761,0.000436395,25.60000038,0.0,3.659999847,8.171603203,46.0,1.124568701,1.134294271,1.028246999,1.132798076,48.29999924,48.29999924,48.59999847,48.90000153,666.7999878,655.4000244,1,1.0,0,0,0,3.164785624,0,0.0,661.0,0.2,11.214193026666665,18.142361165,0.20345194006381112
149,152,152,152,152.0,2:17:00 PM,0.0,3.550908933818182,1.122358343727273,666.8454589818182,0.1974718505525008,152,2:17:00 PM,101438.7026,48.0412,39.7898,6.5035,-0.3546,-112.0328,-156.331,12298.8378,11908.4776,10975.0075,10771.3413,10771.3413,11110.7849,12197.0047,11433.2564,11450.2286,12808.0033,-818.7625,25.4544,26.5291,23.2987,23.5326,7.2411,1.284,1.3579,21.2649,134.6249,204.2325,6.3183,23.6336,2295.6499,2295.6499,45.1486,45.7319,646.4049,47.5329,71.9443,27.6558,33.2557,66.4488,2295.6499,2295.6499,2295.6499,169.3354,25.3374,45.9043,45.8096,46.1811,669.5156,2295.3739,2295.3739,22.3792,10.1877,2.1936,2.3262,152.0,164.4545454545455,,1.009328365,45.00909077,48.30909208909091,-0.06234628,23.39999962,0,-4.569736394,27.13636329090909,26.99090905636364,46.85454594363636,49.00909077,24.84545395818182,6.143466039454546,10.79496158181818,5.906723499272728,11.10716559727273,5.803641796272728,11.27929705090909,0.000436395,25.64545509818182,0.0,3.550908933818182,8.171603203,45.86363670909091,1.122358343727273,1.132168932363636,1.028246999,1.131522861454545,48.16363594909091,48.11818209909091,48.46363518363636,48.71818265272727,666.8454589818182,655.490911309091,1,1.0,0,0,0,3.108888171272727,0,0.0,661.0,0.2,11.060474743333335,17.853831335000002,0.19747185055250083
150,153,153,153,153.0,2:17:01 PM,0.0,3.441818020636364,1.120147986454545,666.8909301636364,0.1915804656615065,153,2:17:01 PM,101438.7026,48.0364,39.4267,5.0654,-0.488,-116.1345,-153.0497,11806.6445,11602.9783,10550.7029,10465.842,10380.9811,10618.5916,11721.7835,11025.924,11076.8406,12180.0325,-818.6145,25.4544,26.5291,23.3029,23.5326,5.198,1.2163,1.2902,21.2524,131.1445,203.0724,6.3387,23.6472,2295.7697,2295.7697,45.2066,45.7582,646.6104,47.6955,72.3552,27.7002,33.3356,66.8133,2295.7697,2295.7697,2295.7697,170.1838,25.4574,45.7246,45.6058,45.9908,669.8062,2295.4351,2295.4351,15.3078,9.6027,2.8846,2.2793,153.0,164.9090909090909,,1.009328365,44.91818307,48.21818264818182,-0.06234628,23.39999962,0,-4.570869749,27.27272658181818,27.08181849272727,46.80909035727272,48.91818307,24.89090867636364,6.042357054909091,10.64699771363636,5.813013076545455,10.95673517454545,5.709931373545455,11.11653649181818,0.000436395,25.69090981636364,0.0,3.441818020636364,8.171603203,45.72727341818182,1.120147986454545,1.130043593727273,1.028246999,1.130247646909091,48.02727265818181,47.93636495818181,48.32727189727272,48.53636377545455,666.8909301636364,655.5817982181818,1,1.0,0,0,0,3.052990718545455,0,0.0,661.0,0.2,10.906756459999997,17.565301505,0.1915804656615064
151,154,154,154,154.0,2:17:02 PM,0.0,3.419999838,1.116526246,666.9000244,0.1726643553040026,154,2:17:02 PM,101455.6756,48.0509,37.722,4.9581,-0.4264,-113.6735,-149.7683,11416.2842,11976.3663,10313.0923,10211.2593,10126.3983,10465.842,11450.2286,10771.3413,10822.2578,11704.8114,-818.7625,25.6694,25.8843,23.3071,23.5409,7.118,1.1917,1.1732,21.2482,126.504,204.8126,6.3183,23.4221,2295.6716,2295.6716,44.8197,45.5028,646.4775,47.5376,71.9724,27.6545,33.2972,67.0189,2295.6716,2295.6716,2295.6716,171.0499,25.7465,45.4204,45.3864,45.7826,669.6124,2295.4182,2295.4182,13.1623,9.3066,2.9225,2.3813,154.0,166.0,2:15:01 PM,1.009328365,44.59999847,48.0,-0.06234628,23.39999962,0,-4.57109642,27.5,27.20000076,46.79999924,48.70000076,24.89999962,5.604383469,10.30815983,5.593533039,10.27018261,5.485025883,10.47092056,0.000436395,25.89999962,0.0,3.419999838,8.171603203,45.5,1.116526246,1.126064897,1.028246999,1.126438975,47.70000076,47.90000153,48.0,48.20000076,666.9000244,655.7000122,1,1.0,0,0,0,2.920645237,0,0.0,661.0,0.2,10.349754333333333,16.682942391,0.17266435530400262
