,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_N2_Front_Bearing_2,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
1,1,1,0.0,2023-01-19 00:12:29.269188+00:00,0.0,0.06,1.035298955506209,21.6,0.04,2120.0,8.37636780893196,320.0,1.796014468676374,0.0,2.640807107109732,30.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,30.0,0.0,90.0,1.0,1.0,0.0,1.0,1.0,9.24,40.51,-13.31,3.61,3.44,3.34,0.0,0.06,0.0,0.59,124.43,3.99,3.09,3.65,-1.1,56.7,193.2,75.2,53.2,9.6,-3276.8,-3276.8,28.7,20.5,-3276.8,-164.1,135.3,204.7,21.6,21.3,0.03,3.64,3.63,3.78,30.0,43.0,0.0,1.0,1.0,20.0,100.0,1.7,100.0,25.0,0.0,1.0,10.0,30.0,90.0,59.26,43.6,0.47550991834438,0.0004084999999999
2,2,2,0.388039,2023-01-19 00:12:29.657227+00:00,0.0,0.12,1.035233160621762,21.6,0.04,2080.0,8.537527690166097,320.0,1.67598666880376,0.0,2.520980958681292,35.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,35.0,0.0,90.0,0.5,1.0,0.0,1.0,1.0,18.495,40.56,-13.38,3.61,3.445,3.345,0.0,0.12,0.0,0.59,124.34,3.95,3.13,3.63,-1.1,48.7,188.2,75.0,182.55,58.8,-3276.8,-3276.8,28.7,20.5,-3276.8,-190.6,136.2,205.7,21.6,21.35,0.155,3.645,3.63,3.795,35.0,43.0,0.0,1.0,1.0,20.0,100.0,1.95,100.0,25.0,0.0,1.0,10.0,35.0,90.0,59.26,44.2,2.456801244779297,0.0021105833333333
3,3,3,0.543528,2023-01-19 00:12:29.812716+00:00,0.0,0.18,1.035167365737314,21.6,0.04,2080.0,8.35204713007664,800.0,1.5091659216278,0.0,2.530572925040322,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,27.75,40.61,-13.45,3.61,3.45,3.35,0.0,0.18,0.0,0.59,124.25,3.91,3.17,3.61,-1.1,40.7,183.2,74.8,311.9,108.0,-3276.8,-3276.8,28.7,20.5,-3276.8,-217.1,137.1,206.7,21.6,21.4,0.28,3.65,3.63,3.81,40.0,43.0,0.0,1.0,1.0,20.0,100.0,2.2,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,44.8,4.438092571214215,0.0038126666666666
4,4,4,0.9652390000000001,2023-01-19 00:12:30.234427+00:00,0.0,0.18,1.035479891438441,21.7,0.04,2080.0,8.166566569987182,1280.0,1.342345174451839,0.0,2.540164891399352,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,30.25,40.61,-13.525,3.61,3.455,3.35,0.0,0.18,0.0,0.59,124.34,3.95,3.185,3.65,-1.1,26.3,174.65,74.6,425.1,168.8,-1724.0,-3276.8,28.7,20.5,-3276.8,-1746.95,135.9,207.0,21.7,21.45,0.28,3.695,3.675,3.855,40.0,43.0,0.0,1.0,1.0,20.0,100.0,2.5,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,42.15,4.438092571214215,0.0038126666666666
5,5,5,1.106402,2023-01-19 00:12:30.375590+00:00,0.0,0.18,1.035792417139567,21.8,0.04,2120.0,8.74219160405907,800.0,1.730785153753209,0.0,2.525211745104461,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,32.75,40.61,-13.6,3.61,3.46,3.35,0.0,0.18,0.0,0.59,124.43,3.99,3.2,3.69,-1.1,11.9,166.1,74.4,538.3,229.6,-171.2,-3276.8,28.7,20.5,-3276.8,-3276.8,134.7,207.3,21.8,21.5,0.28,3.74,3.72,3.9,40.0,43.0,0.0,1.0,1.0,20.0,100.0,2.8,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,39.5,4.438092571214215,0.0038126666666666
6,6,6,1.414708,2023-01-19 00:12:30.683896+00:00,0.0,0.24,1.036088494119582,21.85,0.04,2160.0,9.317816638130958,320.0,2.119225133054578,0.0,2.510258598809571,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,33.245,40.61,-13.455,3.62,3.46,3.35,0.0,0.24,0.0,0.59,124.455,4.025,3.22,3.725,-1.1,3.050000000000001,160.75,73.7,622.75,289.95,-87.8,-3276.8,28.7,20.55,-3276.8,-3276.8,131.65,204.45,21.85,21.55,0.25,3.82,3.8,3.985,40.0,43.0,0.0,1.0,1.0,20.0,100.0,3.05,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,36.9,3.962582652869834,0.0034041666666666
7,7,7,1.6432090000000001,2023-01-19 00:12:30.912397+00:00,0.0,0.3,1.036384571099597,21.9,0.04,2160.0,9.551501300112427,320.0,2.286638114583289,0.0,2.620284982937855,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,33.74,40.61,-13.31,3.63,3.46,3.35,0.0,0.3,0.0,0.59,124.48,4.06,3.24,3.76,-1.1,-5.8,155.4,73.0,707.2,350.3,-4.4,-3276.8,28.7,20.6,-3276.8,-3276.8,128.6,201.6,21.9,21.6,0.22,3.9,3.88,4.07,40.0,43.0,0.0,1.0,1.0,20.0,100.0,3.3,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,34.3,3.487072734525454,0.0029956666666666
8,8,8,1.96625,2023-01-19 00:12:31.235438+00:00,0.0,0.39,1.049494201825808,22.0,0.04,2160.0,9.785185962093898,320.0,2.454051096112001,0.0,2.730311367066138,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,33.90000000000001,40.66,-13.165,3.64,3.475,3.37,0.0,0.39,0.0,0.59,124.48,4.695,4.98,5.37,-1.1,-16.15,150.5,72.6,837.6,408.2000000000001,68.45,-3276.8,28.7,20.6,-3276.8,-3276.8,128.7,201.65,22.0,21.65,0.2,4.035,4.0,4.2,40.0,43.0,0.0,1.0,1.0,20.0,100.0,3.6,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,31.2,3.170066122295867,0.0027233333333333
9,9,9,2.193679,2023-01-19 00:12:31.462867+00:00,0.0,0.48,1.062603832552019,22.1,0.04,1200.0,10.61792892555179,280.0,2.671426441137517,0.0,2.859404762078344,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.04,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.06,40.71,-13.02,3.65,3.49,3.39,0.0,0.48,0.0,0.59,124.48,5.33,6.72,6.98,-1.1,-26.5,145.6,72.2,968.0,466.1,141.3,-3276.8,28.7,20.6,-3276.8,-3276.8,128.8,201.7,22.1,21.7,0.18,4.17,4.12,4.33,40.0,43.0,0.0,1.0,1.0,20.0,100.0,3.9,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,28.1,2.85305951006628,0.002451
10,10,10,2.524759,2023-01-19 00:12:31.793947+00:00,0.0,0.48,1.071831565095814,22.15,0.045,240.0,11.45067188900969,240.0,2.888801786163033,0.0,2.988498157090551,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.045,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.33,40.475,-12.875,3.66,3.495,3.4,0.0,0.48,0.0,0.59,124.39,6.845,7.375,7.615,-1.1,-40.8,134.3,71.75,1043.85,526.1,222.55,-3276.8,28.7,20.6,-3276.8,-3276.8,123.15,201.35,22.15,21.8,0.18,4.295,4.245,4.46,40.0,43.0,0.0,1.0,1.0,20.0,100.0,4.15,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,24.95,2.85305951006628,0.002451
11,11,11,2.7471870000000003,2023-01-19 00:12:32.016375+00:00,0.0,0.48,1.081059297639609,22.2,0.05,280.0,18.82114236777443,280.0,3.880943855247506,160.0,4.13993796147349,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.05,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.6,40.24,-12.73,3.67,3.5,3.41,0.0,0.48,0.0,0.59,124.3,8.36,8.03,8.25,-1.1,-55.1,123.0,71.3,1119.7,586.1,303.8,-3276.8,28.7,20.6,-3276.8,-3276.8,117.5,201.0,22.2,21.9,0.18,4.42,4.37,4.59,40.0,43.0,0.0,1.0,1.0,20.0,100.0,4.4,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,21.8,2.85305951006628,0.002451
12,12,12,2.9740960000000003,2023-01-19 00:12:32.243284+00:00,0.0,0.51,1.087211119335472,22.5,0.05,320.0,26.19161284653918,320.0,4.87308592433198,320.0,5.291377765856429,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.05,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.5,40.375,-12.66,3.69,3.52,3.42,0.0,0.51,0.0,0.59,124.39,8.98,8.625,8.905000000000001,-1.1,-61.90000000000001,114.9,70.8,1280.4,642.05,380.5,-1717.0,28.7,20.6,-3276.8,-3276.8,117.05,197.4,22.5,22.15,0.155,4.52,4.465,4.695,40.0,43.0,0.0,1.0,1.0,20.0,100.0,4.7,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,21.65,2.456801244779297,0.0021105833333333
13,13,13,3.29392,2023-01-19 00:12:32.563108+00:00,0.0,0.54,1.093362941031335,22.8,0.05,680.0,44.83296013270649,320.0,7.334222331020961,3200.0,8.87107763497036,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.05,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.4,40.51,-12.59,3.71,3.54,3.43,0.0,0.54,0.0,0.59,124.48,9.6,9.22,9.56,-1.1,-68.7,106.8,70.3,1441.1,698.0,457.2,-157.2,28.7,20.6,-3276.8,-3276.8,116.6,193.8,22.8,22.4,0.13,4.62,4.56,4.8,40.0,43.0,0.0,1.0,1.0,20.0,100.0,5.0,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,21.5,2.060542979492314,0.0017701666666666
14,14,14,3.496919,2023-01-19 00:12:32.766107+00:00,0.0,0.54,1.100074019245004,23.55,0.05,1040.0,63.47430741887379,320.0,9.795358737709943,6080.0,12.45077750408429,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.05,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.33,40.33,-12.805,3.72,3.55,3.445,0.0,0.54,0.0,0.59,124.32,10.275,9.875,10.27,-1.1,-75.0,99.5,69.8,1469.3,750.1,533.25,-95.5,28.7,20.6,-3276.8,-3276.8,114.3,193.05,23.55,23.05,0.13,4.725,4.664999999999999,4.895,40.0,43.0,0.0,1.0,1.0,20.0,100.0,5.25,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,18.75,2.060542979492314,0.0017701666666666
15,15,15,3.8441780000000003,2023-01-19 00:12:33.113366+00:00,0.0,0.54,1.106785097458673,24.3,0.05,1120.0,87.38539198137462,2320.0,12.36766519908667,3240.0,17.04681404713392,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.05,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.26,40.15,-13.02,3.73,3.56,3.46,0.0,0.54,0.0,0.59,124.16,10.95,10.53,10.98,-1.1,-81.3,92.2,69.3,1497.5,802.2,609.3,-33.8,28.7,20.6,-3276.8,-3276.8,112.0,192.3,24.3,23.7,0.13,4.83,4.77,4.99,40.0,43.0,0.0,1.0,1.0,20.0,100.0,5.5,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,16.0,2.060542979492314,0.0017701666666666
16,16,16,4.0961810000000005,2023-01-19 00:12:33.365369+00:00,0.0,0.5700000000000001,1.113808701373468,25.7,0.055,1200.0,111.2964765438755,4320.0,14.9399716604634,400.0,21.64285059018356,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.055,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.315,40.415,-13.38,3.765,3.58,3.485,0.0,0.5700000000000001,0.0,0.59,124.57,11.66,11.28,11.655,-1.1,-89.3,80.7,68.75,1519.2,855.9000000000001,753.3499999999999,21.4,28.7,20.6,-1757.15,-3276.8,107.95,186.85,25.7,24.85,0.125,4.96,4.9,5.125,40.0,43.0,0.0,1.0,1.0,20.0,100.0,5.8,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,13.1,1.981291326434917,0.0017020833333333
17,17,17,4.39441,2023-01-19 00:12:33.663598+00:00,0.0,0.6,1.120832305288264,27.1,0.06,2000.0,61.38457391790679,2400.0,8.437173070808122,200.0,12.20413834376264,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.06,40.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,34.37,40.68,-13.74,3.8,3.6,3.51,0.0,0.6,0.0,0.59,124.98,12.37,12.03,12.33,-1.1,-97.3,69.2,68.2,1540.9,909.6,897.4,76.6,28.7,20.6,-237.5,-3276.8,103.9,181.4,27.1,26.0,0.12,5.09,5.03,5.26,40.0,43.0,0.0,1.0,1.0,20.0,100.0,6.1,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,10.2,1.90203967337752,0.0016339999999999
18,18,18,4.614982,2023-01-19 00:12:33.884170+00:00,0.0,0.6,1.129747512130931,29.1,0.06,2800.0,11.47267129193812,480.0,1.934374481152845,0.0,2.765426097341736,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.06,40.0,0.0,90.0,0.0,1.0,0.5,1.0,1.0,34.755,40.605,-12.44,3.84,3.63,3.535,0.0,0.6,0.0,0.59,124.65,13.25,12.87,13.32,-1.1,-95.4,62.5,67.7,2408.8,957.2,966.25,133.6,28.7,20.65,-172.45,-1749.6,103.1,179.7,29.1,27.7,0.12,5.295,5.220000000000001,5.449999999999999,40.0,43.0,0.0,1.0,1.0,20.0,100.0,6.35,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,10.6,1.90203967337752,0.0016339999999999
19,19,19,4.9445190000000006,2023-01-19 00:12:34.213707+00:00,0.0,0.6,1.1386627189736,31.1,0.06,1920.0,18.13960105855137,480.0,2.289354425358653,0.0,3.062899000665572,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.06,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.14,40.53,-11.14,3.88,3.66,3.56,0.0,0.6,0.0,0.59,124.32,14.13,13.71,14.31,-1.1,-93.5,55.8,67.2,3276.7,1004.8,1035.1,190.6,28.7,20.7,-107.4,-222.4,102.3,178.0,31.1,29.4,0.12,5.5,5.41,5.64,40.0,43.0,0.0,1.0,1.0,20.0,100.0,6.6,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,11.0,1.90203967337752,0.0016339999999999
20,20,20,5.081810000000001,2023-01-19 00:12:34.350998+00:00,0.0,0.6599999999999999,1.14904186199523,37.3,0.065,1040.0,24.80653082516461,480.0,2.644334369564462,0.0,3.360371903989409,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.065,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.12,40.475,-11.07,3.925,3.715,3.6,0.0,0.6599999999999999,0.0,0.59,124.375,15.21,14.795,15.3,-1.1,-92.4,50.35,66.65,2424.3,1044.7,1098.3,302.9,28.7,20.7,-73.05000000000001,-194.1,99.6,175.95,37.3,31.75,0.13,5.77,5.675000000000001,5.92,40.0,43.0,0.0,1.0,1.0,20.0,100.0,6.9,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,8.8,2.060542979492314,0.0017701666666666
21,21,21,5.494547000000001,2023-01-19 00:12:34.763735+00:00,0.0,0.72,1.15942100501686,43.5,0.07,800.0,78.13042325528457,800.0,10.26145065405158,560.0,10.05387939882349,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.07,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.1,40.42,-11.0,3.97,3.77,3.64,0.0,0.72,0.0,0.59,124.43,16.29,15.88,16.29,-1.1,-91.3,44.9,66.1,1571.9,1084.6,1161.5,415.2,28.7,20.7,-38.7,-165.8,96.9,173.9,43.5,34.1,0.14,6.04,5.94,6.2,40.0,43.0,0.0,1.0,1.0,20.0,100.0,7.2,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,6.6,2.219046285607108,0.0019063333333333
22,22,22,5.632124,2023-01-19 00:12:34.901312+00:00,0.0,0.72,1.170013981412945,47.85,0.075,560.0,131.4543156854045,1120.0,17.87856693853871,1120.0,16.74738689365756,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.075,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.165,40.51000000000001,-12.37,4.05,3.85,3.73,0.0,0.72,0.0,0.59,124.32,17.45,16.855,17.375,-1.1,-88.94999999999999,36.4,65.6,1553.2,1120.2,1214.3,470.3,28.7,20.7,-1.75,-140.65,93.0,168.55,47.85,37.2,0.14,6.48,6.365,6.640000000000001,40.0,43.0,0.0,1.0,1.0,20.0,100.0,7.45,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,4.9,2.219046285607108,0.0019063333333333
23,23,23,6.044340000000001,2023-01-19 00:12:35.313528+00:00,0.0,0.72,1.18060695780903,52.2,0.08,560.0,120.9290883518343,840.0,13.46149282868491,840.0,15.69661386484441,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.08,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.23,40.6,-13.74,4.13,3.93,3.82,0.0,0.72,0.0,0.59,124.21,18.61,17.83,18.46,-1.1,-86.6,27.9,65.1,1534.5,1155.8,1267.1,525.4,28.7,20.7,35.2,-115.5,89.1,163.2,52.2,40.3,0.14,6.92,6.79,7.08,40.0,43.0,0.0,1.0,1.0,20.0,100.0,7.7,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,3.2,2.219046285607108,0.0019063333333333
24,24,24,6.189248,2023-01-19 00:12:35.458436+00:00,0.0,0.93,1.179455547331195,57.3,0.09,560.0,110.4038610182641,560.0,9.044418718831103,560.0,14.64584083603126,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.09,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.175,40.54,-13.38,4.245,4.065,3.93,0.0,0.93,0.0,0.59,124.335,18.52,17.755,18.275,-1.1,-74.6,26.95,64.55,1541.85,1176.9,1316.3,575.0,28.7,20.7,75.1,-86.45,88.6,160.9,57.3,49.45,0.15,7.49,7.345000000000001,7.645,40.0,43.0,0.0,1.0,1.0,20.0,100.0,8.0,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,4.75,2.377549591721901,0.0020425
25,25,25,6.594410000000001,2023-01-19 00:12:35.863598+00:00,0.0,1.14,1.17830413685336,62.4,0.1,560.0,118.9230134668967,840.0,12.28752391706722,560.0,15.96384175695428,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.1,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.12,40.48,-13.02,4.36,4.2,4.04,0.0,1.14,0.0,0.59,124.46,18.43,17.68,18.09,-1.1,-62.6,26.0,64.0,1549.2,1198.0,1365.5,624.6,28.7,20.7,115.0,-57.4,88.1,158.6,62.4,58.6,0.16,8.06,7.9,8.21,40.0,43.0,0.0,1.0,1.0,20.0,100.0,8.3,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,6.3,2.536052897836694,0.0021786666666666
26,26,26,6.746862,2023-01-19 00:12:36.016050+00:00,0.0,1.14,1.177876470104449,68.1,0.115,560.0,127.4421659155294,1120.0,15.53062911530334,560.0,17.28184267787729,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.115,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.08499999999999,40.56999999999999,-13.525,4.52,4.355,4.205,0.0,1.14,0.0,0.59,124.525,18.41,17.625,18.035,-1.1,-53.3,25.5,63.6,1464.65,1204.85,1403.05,676.55,28.7,20.65,194.1,-36.2,86.3,156.5,68.1,64.55,0.16,8.605,8.455,8.755,40.0,43.0,0.0,1.0,1.0,20.0,100.0,8.55,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,5.449999999999999,2.536052897836694,0.0021786666666666
27,27,27,7.144439,2023-01-19 00:12:36.413627+00:00,0.0,1.14,1.177448803355539,73.8,0.13,560.0,125.7172206368979,840.0,12.39169305429789,560.0,15.6590619087875,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.13,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,35.05,40.66,-14.03,4.68,4.51,4.37,0.0,1.14,0.0,0.59,124.59,18.39,17.57,17.98,-1.1,-44.0,25.0,63.2,1380.1,1211.7,1440.6,728.5,28.7,20.6,273.2,-15.0,84.5,154.4,73.8,70.5,0.16,9.15,9.01,9.3,40.0,43.0,0.0,1.0,1.0,20.0,100.0,8.8,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,4.6,2.536052897836694,0.0021786666666666
28,28,28,7.274041,2023-01-19 00:12:36.543229+00:00,0.07,1.38,1.175721687638786,79.94999999999999,0.14,560.0,123.9922753582664,560.0,9.25275699329244,560.0,14.0362811396977,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.14,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.985,40.685,-14.175,4.84,4.69,4.535,0.07,1.38,0.0,0.59,124.535,18.26,17.325,17.83,-1.1,-33.2,23.2,62.75,1322.15,1213.95,1461.1,776.5,28.7,20.6,315.8,8.399999999999999,81.25,149.55,79.94999999999999,77.25,0.165,9.65,9.51,9.795,40.0,43.0,0.0,1.0,1.0,20.0,100.0,9.1,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,4.0,2.615304550894091,0.00224675
29,29,29,7.692834,2023-01-19 00:12:36.962022+00:00,0.14,1.62,1.173994571922033,86.1,0.15,560.0,124.052583356938,560.0,9.628183138554045,560.0,15.42948509316202,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.15,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.92,40.71,-14.32,5.0,4.87,4.7,0.14,1.62,0.0,0.59,124.48,18.13,17.08,17.68,-1.1,-22.4,21.4,62.3,1264.2,1216.2,1481.6,824.5,28.7,20.6,358.4,31.8,78.0,144.7,86.1,84.0,0.17,10.15,10.01,10.29,40.0,43.0,0.0,1.0,1.0,20.0,100.0,9.4,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,3.4,2.694556203951488,0.0023148333333333
30,30,30,7.8091610000000005,2023-01-19 00:12:37.078349+00:00,0.07,1.83,1.174060366806481,92.6,0.16,560.0,124.1128913556095,560.0,10.00360928381565,560.0,16.82268904662633,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.16,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.92,40.575,-14.03,5.175,5.045,4.875,0.07,1.83,0.0,0.59,124.48,18.13,17.155,17.625,-1.1,-4.049999999999997,27.9,61.95,1234.1,1189.45,1495.55,866.65,28.7,20.6,395.15,84.45,78.25,142.5,92.6,91.65,0.175,10.59,10.47,10.735,40.0,43.0,0.0,1.0,1.0,20.0,100.0,9.65,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,6.1,2.773807857008884,0.0023829166666666
31,31,31,8.24504,2023-01-19 00:12:37.514228+00:00,0.0,2.04,1.174126161690928,99.1,0.17,560.0,123.0447736339997,560.0,9.53922511107649,840.0,16.79550105015646,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.17,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.92,40.44,-13.74,5.35,5.22,5.05,0.0,2.04,0.0,0.59,124.48,18.13,17.23,17.57,-1.1,14.3,34.4,61.6,1204.0,1162.7,1509.5,908.8,28.7,20.6,431.9,137.1,78.5,140.3,99.1,99.3,0.18,11.03,10.93,11.18,40.0,43.0,0.0,1.0,1.0,20.0,100.0,9.9,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,8.8,2.85305951006628,0.002451
32,32,32,8.364531,2023-01-19 00:12:37.633719+00:00,0.0,2.04,1.172563533185295,105.8,0.185,560.0,121.97665591239,560.0,9.074840938337337,1120.0,16.76831305368658,40.0,100.0,0.0,43.0,43.0,70.0,100.0,25.0,0.185,40.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,34.88500000000001,40.505,-14.25,5.494999999999999,5.385,5.199999999999999,0.0,2.04,0.0,0.59,124.41,18.035,16.985,17.435,-1.1,28.65,39.5,61.35,1124.5,1143.55,1513.9,951.8,28.7,20.6,472.45,166.95,77.5,138.7,105.8,107.2,0.18,11.41,11.31,11.57,40.0,43.0,0.0,1.0,1.0,20.0,100.0,10.2,100.0,25.0,0.0,1.0,10.0,40.0,90.0,59.26,9.35,2.85305951006628,0.002451
