,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_N2_Front_Bearing_2,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
444,444,444,121.54243,2023-01-19 00:14:30.811618+00:00,0.0,22.32,1.798157743235463,673.7,6.63,1360.0,62.94887318887167,240.0,6.106162953298885,120.0,8.696678939977007,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.63,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,113.02,40.58,2.75,26.96,26.92,26.64,0.0,22.32,0.0,0.59,124.34,81.46,80.45,80.71,-1.1,-3276.8,-3276.8,66.3,-90.5,392.5,-3276.8,-3276.8,28.8,28.9,-3276.8,-3276.8,-149.1,-152.8,673.7,756.5,0.31,82.24,82.04,82.7,50.0,65.0,0.0,1.0,1.0,20.0,100.0,123.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-89.0,4.913602489558595,0.0042211666666666
445,445,445,121.97677,2023-01-19 00:14:31.245958+00:00,0.0,22.32,1.797845217534336,673.6500000000001,6.635,1360.0,60.82978447643097,240.0,6.033287247741192,240.0,8.589141293577232,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.635,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.995,40.575,2.39,26.96,26.925,26.645,0.0,22.32,0.0,0.59,124.375,81.38499999999999,80.225,80.91499999999999,-1.1,-3276.8,-3276.8,66.25,-140.15,412.55,-3276.8,-3276.8,28.8,28.95,-3276.8,-3276.8,-144.3,-145.05,673.6500000000001,756.35,0.31,82.25999999999999,82.055,82.735,50.0,65.0,0.0,1.0,1.0,20.0,100.0,123.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-88.4,4.913602489558595,0.0042211666666666
446,446,446,122.100067,2023-01-19 00:14:31.369255+00:00,0.0,22.32,1.79753269183321,673.6,6.64,1360.0,62.76825137396333,240.0,5.482087230347905,120.0,8.377871098311118,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.64,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.97,40.57,2.03,26.96,26.93,26.65,0.0,22.32,0.0,0.59,124.41,81.31,80.0,81.12,-1.1,-3276.8,-3276.8,66.2,-189.8,432.6,-3276.8,-3276.8,28.8,29.0,-3276.8,-3276.8,-139.5,-137.3,673.6,756.2,0.31,82.28,82.07,82.77,50.0,65.0,0.0,1.0,1.0,20.0,100.0,123.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-87.8,4.913602489558595,0.0042211666666666
447,447,447,122.53060699999999,2023-01-19 00:14:31.799795+00:00,0.0,22.32,1.797351755900979,673.5,6.64,1360.0,64.70671827149567,240.0,4.930887212954619,0.0,8.166600903045007,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.64,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.815,40.455,2.17,26.965,26.935,26.655,0.0,22.32,0.0,0.59,124.465,81.31,80.075,80.99000000000001,-1.1,-3276.8,-3276.8,66.2,-125.45,416.2000000000001,-3276.8,-3276.8,28.8,29.1,-3276.8,-3276.8,-140.85,-137.65,673.5,756.1,0.31,82.28999999999999,82.095,82.785,50.0,65.0,0.0,1.0,1.0,20.0,100.0,124.05,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-89.94999999999999,4.913602489558595,0.0042211666666666
448,448,448,122.646416,2023-01-19 00:14:31.915604+00:00,0.0,22.32,1.797170819968747,673.4,6.64,1360.0,60.09618248448628,240.0,4.927098773025223,0.0,7.869384567683432,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.64,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.66,40.34,2.31,26.97,26.94,26.66,0.0,22.32,0.0,0.59,124.52,81.31,80.15,80.86,-1.1,-3276.8,-3276.8,66.2,-61.1,399.8,-3276.8,-3276.8,28.8,29.2,-3276.8,-3276.8,-142.2,-138.0,673.4,756.0,0.31,82.3,82.12,82.8,50.0,65.0,0.0,1.0,1.0,20.0,100.0,124.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-92.1,4.913602489558595,0.0042211666666666
449,449,449,123.099182,2023-01-19 00:14:32.368370+00:00,0.0,22.32,1.798684102311045,673.3499999999999,6.645,1360.0,55.48564669747688,240.0,4.923310333095827,0.0,7.572168232321857,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.645,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.615,40.3,2.025,26.985,26.945,26.67,0.0,22.32,0.0,0.59,124.43,81.4,80.24000000000001,81.14,-1.1,-3276.8,-3276.8,66.15,-84.45,439.3,-3276.8,-3276.8,28.8,29.2,-3276.8,-3276.8,-136.7,-133.85,673.3499999999999,755.9,0.31,82.32499999999999,82.13,82.81,50.0,65.0,0.0,1.0,1.0,20.0,100.0,124.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-88.0,4.913602489558595,0.0042211666666666
450,450,450,123.191334,2023-01-19 00:14:32.460522+00:00,0.0,22.32,1.800197384653343,673.3,6.65,1360.0,57.6572379727966,240.0,5.065608959316259,0.0,7.848810459602359,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.65,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.57,40.26,1.74,27.0,26.95,26.68,0.0,22.32,0.0,0.59,124.34,81.49,80.33,81.42,-1.1,-3276.8,-3276.8,66.1,-107.8,478.8,-3276.8,-3276.8,28.8,29.2,-3276.8,-3276.8,-131.2,-129.7,673.3,755.8,0.31,82.35,82.14,82.82,50.0,65.0,0.0,1.0,1.0,20.0,100.0,124.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-83.9,4.913602489558595,0.0042211666666666
451,451,451,123.575611,2023-01-19 00:14:32.844799+00:00,0.0,22.32,1.800213833374455,673.2,6.65,1360.0,59.82882924811633,240.0,5.207907585536693,0.0,8.125452686882861,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.65,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.68,40.4,1.885,27.005,26.96,26.685,0.0,22.32,0.0,0.59,124.375,81.475,80.33,81.44,-1.1,-3276.8,-3276.8,66.1,-150.95,471.6,-3276.8,-3276.8,28.8,29.2,-3276.8,-3276.8,-126.05,-122.3,673.2,755.7,0.31,82.365,82.17,82.85,50.0,65.0,0.0,1.0,1.0,20.0,100.0,125.15,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-82.35,4.913602489558595,0.0042211666666666
452,452,452,123.741571,2023-01-19 00:14:33.010759+00:00,0.0,22.32,1.800230282095567,673.1,6.65,1360.0,61.70180624284244,240.0,5.136515927942204,0.0,8.029984293512483,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.65,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.79,40.54,2.03,27.01,26.97,26.69,0.0,22.32,0.0,0.59,124.41,81.46,80.33,81.46,-1.1,-3276.8,-3276.8,66.1,-194.1,464.4,-3276.8,-3276.8,28.8,29.2,-3276.8,-3276.8,-120.9,-114.9,673.1,755.6,0.31,82.38,82.2,82.88,50.0,65.0,0.0,1.0,1.0,20.0,100.0,125.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-80.8,4.913602489558595,0.0042211666666666
453,453,453,124.19694799999999,2023-01-19 00:14:33.466136+00:00,0.0,22.35,1.799605230693314,673.05,6.655,1360.0,63.57478323756855,240.0,5.065124270347717,0.0,7.934515900142105,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.655,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.805,40.525,2.315,27.015,26.975,26.7,0.0,22.35,0.0,0.59,124.42,81.4,80.465,81.195,-1.1,-3276.8,-3276.8,66.05,-122.2,447.2,-3276.8,-3276.8,28.8,29.25,-3276.8,-3276.8,-122.25,-115.05,673.05,755.5,0.31,82.4,82.21000000000001,82.89,50.0,65.0,0.0,1.0,1.0,20.0,100.0,125.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-82.8,4.913602489558595,0.0042211666666666
454,454,454,124.292057,2023-01-19 00:14:33.561245+00:00,0.0,22.38,1.79898017929106,673.0,6.66,1360.0,64.58984324650766,240.0,5.255184763753384,0.0,8.043924347383847,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.82,40.51,2.6,27.02,26.98,26.71,0.0,22.38,0.0,0.59,124.43,81.34,80.6,80.93,-1.1,-3276.8,-3276.8,66.0,-50.3,430.0,-3276.8,-3276.8,28.8,29.3,-3276.8,-3276.8,-123.6,-115.2,673.0,755.4,0.31,82.42,82.22,82.9,50.0,65.0,0.0,1.0,1.0,20.0,100.0,126.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-84.8,4.913602489558595,0.0042211666666666
455,455,455,124.76968199999999,2023-01-19 00:14:34.038870+00:00,0.0,22.38,1.798174191956575,673.0,6.66,1360.0,65.60490325544674,240.0,5.445245257159052,0.0,8.153332794625587,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.93,40.555,2.17,27.015,26.975,26.705,0.0,22.38,0.0,0.59,124.41,81.34,80.28,81.005,-1.1,-3276.8,-3276.8,66.0,-73.25,472.55,-3276.8,-3276.8,28.8,29.4,-3276.8,-3276.8,-119.2,-112.25,673.0,755.3499999999999,0.31,82.435,82.22999999999999,82.915,50.0,65.0,0.0,1.0,1.0,20.0,100.0,126.25,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-81.05,4.913602489558595,0.0042211666666666
456,456,456,124.843052,2023-01-19 00:14:34.112240+00:00,0.0,22.38,1.797368204622091,673.0,6.66,1360.0,62.83632297742135,240.0,5.40809210650951,0.0,8.130512193547261,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,113.04,40.6,1.74,27.01,26.97,26.7,0.0,22.38,0.0,0.59,124.39,81.34,79.96,81.08,-1.1,-3276.8,-3276.8,66.0,-96.2,515.1,-3276.8,-3276.8,28.8,29.5,-3276.8,-3276.8,-114.8,-109.3,673.0,755.3,0.31,82.45,82.24,82.93,50.0,65.0,0.0,1.0,1.0,20.0,100.0,126.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-77.3,4.913602489558595,0.0042211666666666
457,457,457,125.23524599999999,2023-01-19 00:14:34.504434+00:00,0.0,22.38,1.797680730323217,672.95,6.66,1360.0,60.06774269939594,240.0,5.370938955859968,0.0,8.107691592468935,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.915,40.395,1.81,27.015,26.975,26.7,0.0,22.38,0.0,0.59,124.4,81.38,80.07,81.025,-1.1,-3276.8,-3276.8,66.0,-147.7,516.6500000000001,-3276.8,-3276.8,28.8,29.5,-3276.8,-3276.8,-109.15,-102.9,672.95,755.2,0.31,82.445,82.25,82.93,50.0,65.0,0.0,1.0,1.0,20.0,100.0,126.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-74.69999999999999,4.913602489558595,0.0042211666666666
458,458,458,125.39233,2023-01-19 00:14:34.661518+00:00,0.0,22.38,1.797993256024344,672.9,6.66,1360.0,61.23567511436519,240.0,5.199853521779242,120.0,7.963994838182232,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.79,40.19,1.88,27.02,26.98,26.7,0.0,22.38,0.0,0.59,124.41,81.42,80.18,80.97,-1.1,-3276.8,-3276.8,66.0,-199.2,518.2,-3276.8,-3276.8,28.8,29.5,-3276.8,-3276.8,-103.5,-96.5,672.9,755.1,0.31,82.44,82.26,82.93,50.0,65.0,0.0,1.0,1.0,20.0,100.0,127.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-72.1,4.913602489558595,0.0042211666666666
459,459,459,125.76481899999999,2023-01-19 00:14:35.034007+00:00,0.0,22.38,1.80059215396003,672.9,6.665,1360.0,62.40360752933444,240.0,5.028768087698516,240.0,7.820298083895529,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.665,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.835,40.305,2.025,27.025,26.985,26.705,0.0,22.38,0.0,0.59,124.375,81.55000000000001,80.54,81.27,-1.1,-3276.8,-3276.8,66.0,-138.4,499.15,-3276.8,-3276.8,28.8,29.55,-3276.8,-3276.8,-104.3,-96.15,672.9,755.05,0.31,82.455,82.275,82.95,50.0,65.0,0.0,1.0,1.0,20.0,100.0,127.35,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-69.69999999999999,4.913602489558595,0.0042211666666666
460,460,460,125.94223799999999,2023-01-19 00:14:35.211426+00:00,0.0,22.38,1.803191051895715,672.9,6.67,1360.0,62.88384275808113,240.0,5.481740146593081,240.0,8.055997718160643,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.67,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.88,40.42,2.17,27.03,26.99,26.71,0.0,22.38,0.0,0.59,124.34,81.68,80.9,81.57,-1.1,-3276.8,-3276.8,66.0,-77.6,480.1,-3276.8,-3276.8,28.8,29.6,-3276.8,-3276.8,-105.1,-95.8,672.9,755.0,0.31,82.47,82.29,82.97,50.0,65.0,0.0,1.0,1.0,20.0,100.0,127.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-67.3,4.913602489558595,0.0042211666666666
461,461,461,126.309759,2023-01-19 00:14:35.578947+00:00,0.0,22.38,1.802927872357924,672.95,6.675,1360.0,63.36407798682782,240.0,5.934712205487646,240.0,8.291697352425757,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.675,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.85,40.455,2.17,27.04,27.0,26.72,0.0,22.38,0.0,0.59,124.385,81.66,80.86,81.55,-1.1,-3276.8,-3276.8,66.0,-120.45,521.2,-3276.8,-3276.8,28.75,29.55,-3276.8,-3276.8,-101.8,-93.45,672.95,754.95,0.31,82.495,82.305,82.97999999999999,50.0,65.0,0.0,1.0,1.0,20.0,100.0,127.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-63.75,4.913602489558595,0.0042211666666666
462,462,462,126.49230999999999,2023-01-19 00:14:35.761498+00:00,0.0,22.38,1.802664692820133,673.0,6.68,1360.0,61.58811332614548,240.0,5.125360745303878,120.0,7.978700800082649,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.68,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.82,40.49,2.17,27.05,27.01,26.73,0.0,22.38,0.0,0.59,124.43,81.64,80.82,81.53,-1.1,-3276.8,-3276.8,66.0,-163.3,562.3,-3276.8,-3276.8,28.7,29.5,-3276.8,-3276.8,-98.5,-91.1,673.0,754.9,0.31,82.52,82.32,82.99,50.0,65.0,0.0,1.0,1.0,20.0,100.0,128.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-60.2,4.913602489558595,0.0042211666666666
463,463,463,126.882655,2023-01-19 00:14:36.151843+00:00,0.0,22.38,1.802237026071223,673.05,6.68,1360.0,59.81214866546313,240.0,4.316009285120111,0.0,7.66570424773954,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.68,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.76,40.455,2.025,27.055,27.015,26.74,0.0,22.38,0.0,0.59,124.375,81.64,80.785,81.435,-1.1,-3276.8,-3276.8,66.0,-1720.05,562.95,-3276.8,-3276.8,28.7,29.5,-3276.8,-3276.8,-93.6,-85.4,673.05,754.8499999999999,0.31,82.54499999999999,82.345,83.00999999999999,50.0,65.0,0.0,1.0,1.0,20.0,100.0,128.45,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-61.3,4.913602489558595,0.0042211666666666
464,464,464,127.051987,2023-01-19 00:14:36.321175+00:00,0.0,22.38,1.801809359322313,673.1,6.68,1360.0,61.15127959585897,240.0,4.578443624667893,0.0,7.355340643822809,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.68,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.7,40.42,1.88,27.06,27.02,26.75,0.0,22.38,0.0,0.59,124.32,81.64,80.75,81.34,-1.1,-3276.8,-3276.8,66.0,-3276.8,563.6,-3276.8,-3276.8,28.7,29.5,-3276.8,-3276.8,-88.7,-79.7,673.1,754.8,0.31,82.57,82.37,83.03,50.0,65.0,0.0,1.0,1.0,20.0,100.0,128.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-62.4,4.913602489558595,0.0042211666666666
465,465,465,127.351449,2023-01-19 00:14:36.620637+00:00,0.0,22.41,1.803043013405708,673.1500000000001,6.685,1360.0,62.49041052625481,240.0,4.840877964215675,0.0,7.044977039906079,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.685,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.815,40.54,2.675,27.065,27.02,26.75,0.0,22.41,0.0,0.59,124.41,81.735,80.955,81.41499999999999,-1.1,-3276.8,-3276.8,66.0,-1693.0,542.5,-3276.8,-3276.8,28.75,29.55,-3276.8,-3276.8,-86.2,-79.80000000000001,673.1500000000001,754.75,0.31,82.59,82.4,83.05,50.0,65.0,0.0,1.0,1.0,20.0,100.0,129.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-58.6,4.913602489558595,0.0042211666666666
466,466,466,127.59213799999999,2023-01-19 00:14:36.861326+00:00,0.0,22.44,1.804276667489102,673.2,6.69,1360.0,60.93373996592807,240.0,5.024731729175096,0.0,7.455492073902239,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.69,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.93,40.66,3.47,27.07,27.02,26.75,0.0,22.44,0.0,0.59,124.5,81.83,81.16,81.49,-1.1,-3276.8,-3276.8,66.0,-109.2,521.4,-3276.8,-3276.8,28.8,29.6,-3276.8,-3276.8,-83.7,-79.9,673.2,754.7,0.31,82.61,82.43,83.07,50.0,65.0,0.0,1.0,1.0,20.0,100.0,129.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-54.8,4.913602489558595,0.0042211666666666
467,467,467,127.91247700000001,2023-01-19 00:14:37.181665+00:00,0.0,22.44,1.803174603174603,673.3,6.69,1360.0,59.37706940560133,240.0,5.208585494134517,0.0,7.8660071078984,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.69,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.795,40.665,3.615,27.08,27.03,26.77,0.0,22.44,0.0,0.59,124.445,81.83,81.00999999999999,81.305,-1.1,-3276.8,-3276.8,66.0,-154.0,562.25,-3276.8,-3276.8,28.8,29.6,-3276.8,-3276.8,-78.05000000000001,-78.75,673.3,754.6500000000001,0.31,82.63,82.445,83.10499999999999,50.0,65.0,0.0,1.0,1.0,20.0,100.0,129.55,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-51.35,4.913602489558595,0.0042211666666666
468,468,468,128.142302,2023-01-19 00:14:37.411490+00:00,0.0,22.44,1.802072538860104,673.4,6.69,1360.0,57.69905326805379,240.0,4.939669909416457,0.0,7.671744721628498,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.69,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.66,40.67,3.76,27.09,27.04,26.79,0.0,22.44,0.0,0.59,124.39,81.83,80.86,81.12,-1.1,-3276.8,-3276.8,66.0,-198.8,603.1,-3276.8,-3276.8,28.8,29.6,-3276.8,-3276.8,-72.4,-77.6,673.4,754.6,0.31,82.65,82.46,83.14,50.0,65.0,0.0,1.0,1.0,20.0,100.0,129.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-47.9,4.913602489558595,0.0042211666666666
469,469,469,128.423045,2023-01-19 00:14:37.692233+00:00,0.0,22.41,1.802681141541245,673.45,6.695,1360.0,56.02103713050626,240.0,4.670754324698399,0.0,7.477482335358594,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.695,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.795,40.355,2.75,27.095,27.04,26.79,0.0,22.41,0.0,0.59,124.425,81.88499999999999,80.785,81.325,-1.1,-3276.8,-3276.8,65.95,-184.55,611.7,-3276.8,-3276.8,28.8,29.65,-3276.8,-3276.8,-72.4,-71.15,673.45,754.55,0.31,82.66,82.475,83.155,50.0,65.0,0.0,1.0,1.0,20.0,100.0,130.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-49.35,4.913602489558595,0.0042211666666666
470,470,470,128.69225400000002,2023-01-19 00:14:37.961442+00:00,0.0,22.38,1.803289744222387,673.5,6.7,1360.0,57.02350134184327,280.0,5.150182440133149,0.0,7.616648541922311,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.7,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.93,40.04,1.74,27.1,27.04,26.79,0.0,22.38,0.0,0.59,124.46,81.94,80.71,81.53,-1.1,-3276.8,-3276.8,65.9,-170.3,620.3,-3276.8,-3276.8,28.8,29.7,-3276.8,-3276.8,-72.4,-64.7,673.5,754.5,0.31,82.67,82.49,83.17,50.0,65.0,0.0,1.0,1.0,20.0,100.0,130.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-50.8,4.913602489558595,0.0042211666666666
471,471,471,129.121296,2023-01-19 00:14:38.390484+00:00,0.0,22.44,1.804408257257998,673.6,6.705,1360.0,58.02596555318028,320.0,5.629610555567898,0.0,7.755814748486029,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.705,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.905,40.12,2.025,27.105,27.055,26.78,0.0,22.44,0.0,0.59,124.425,82.035,80.86,81.625,-1.1,-3276.8,-3276.8,65.9,-1723.55,597.25,-3276.8,-3276.8,28.8,29.7,-3276.8,-3276.8,-69.6,-63.8,673.6,754.5,0.31,82.7,82.52,83.19,50.0,65.0,0.0,1.0,1.0,20.0,100.0,130.65,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-47.65,4.913602489558595,0.0042211666666666
472,472,472,129.251711,2023-01-19 00:14:38.520899+00:00,0.0,22.5,1.805526770293609,673.7,6.71,1360.0,60.64065804792728,280.0,5.496252279405862,0.0,8.378479487570049,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.71,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.88,40.2,2.31,27.11,27.07,26.77,0.0,22.5,0.0,0.59,124.39,82.13,81.01,81.72,-1.1,-3276.8,-3276.8,65.9,-3276.8,574.2,-3276.8,-3276.8,28.8,29.7,-3276.8,-3276.8,-66.8,-62.9,673.7,754.5,0.31,82.73,82.55,83.21,50.0,65.0,0.0,1.0,1.0,20.0,100.0,130.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-44.5,4.913602489558595,0.0042211666666666
473,473,473,129.638203,2023-01-19 00:14:38.907391+00:00,0.0,22.5,1.805099103544699,673.9000000000001,6.715,1360.0,63.25535054267427,240.0,5.362894003243827,0.0,9.001144226654068,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.715,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.97,40.3,2.455,27.115,27.075,26.775,0.0,22.5,0.0,0.59,124.41,82.07499999999999,80.91499999999999,81.74000000000001,-1.1,-3276.8,-3276.8,65.9,-3276.8,612.75,-3276.8,-3276.8,28.8,29.75,-3276.8,-3276.8,-60.95,-56.95,673.9000000000001,754.45,0.31,82.755,82.57499999999999,83.235,50.0,65.0,0.0,1.0,1.0,20.0,100.0,131.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-40.85,4.913602489558595,0.0042211666666666
474,474,474,129.79337900000002,2023-01-19 00:14:39.062567+00:00,0.0,22.5,1.804671436795789,674.1,6.72,1360.0,61.8917865704089,240.0,5.451972509106769,0.0,8.505121805894031,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.72,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,113.06,40.4,2.6,27.12,27.08,26.78,0.0,22.5,0.0,0.59,124.43,82.02,80.82,81.76,-1.1,-3276.8,-3276.8,65.9,-3276.8,651.3,-3276.8,-3276.8,28.8,29.8,-3276.8,-3276.8,-55.1,-51.0,674.1,754.4,0.31,82.78,82.6,83.26,50.0,65.0,0.0,1.0,1.0,20.0,100.0,131.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-37.2,4.913602489558595,0.0042211666666666
475,475,475,130.191527,2023-01-19 00:14:39.460715+00:00,0.0,22.47,1.805033308660252,674.1500000000001,6.72,1360.0,60.52822259814352,240.0,5.54105101496971,0.0,8.009099385133995,50.0,100.0,0.0,65.0,65.0,70.0,100.0,25.0,6.72,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,112.96,40.315,2.53,27.125,27.08,26.795,0.0,22.47,0.0,0.59,124.455,82.0,80.91499999999999,81.795,-1.1,-3276.8,-3276.8,65.9,-1731.05,667.45,-3276.8,-3276.8,28.8,29.85,-3276.8,-3276.8,-54.95,-49.65,674.1500000000001,754.4,0.31,82.8,82.615,83.27000000000001,50.0,65.0,0.0,1.0,1.0,20.0,100.0,131.75,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-38.75,4.913602489558595,0.0042211666666666
