,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,D_NI_Displacement_Probe_1,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_NI_Bellmouth_Pressure_2,P_NI_Combustor_Can_1,P_NI_Generator_Cooling_Inlet_1,P_NI_Impeller_Exit_1,P_NI_Impeller_Exit_2,P_NI_Impeller_Exit_3,P_NI_Impeller_Exit_4,P_NI_Inlet_Mass_Flow_2,P_NI_Inlet_Mass_Flow_3,P_NI_LP_Inlet_1,P_NI_LP_Inlet_2,P_NI_LP_Outlet_Pressure_1,P_NI_LP_Outlet_Pressure_2,P_NI_Lab_Seal_Downstream_1,P_NI_Lab_Seal_Downstream_2,P_NI_Lab_Seal_Downstream_3,P_NI_Lab_Seal_Downstream_4,P_NI_Lab_Seal_Upstream_1,P_NI_Lab_Seal_Upstream_2,P_NI_Lab_Seal_Upstream_3,P_NI_Lab_Seal_Upstream_4,P_NI_Oil_Sump_Cooling_Inlet_1,P_NI_Turbine_Diffuser_Exit_2,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_NI_Engine_Frame_1,T_NI_Generator_Cooling_Inlet_1,T_NI_Generator_Cooling_Outlet_2,T_NI_Generator_Stator_1,T_NI_Generator_Stator_2,T_NI_Inlet_2,T_NI_Inlet_3,T_NI_N2_Front_Bearing_21,T_NI_Oil_Sump_Cooling_Inlet_1,T_NI_Oil_Sump_Cooling_Outlet_1,T_NI_PT_Exit_1,T_NI_PT_Exit_2,T_NI_PT_Exit_3,T_NI_PT_Exit_4,T_NI_PT_Outlet_Duct_3,T_NI_PT_Outlet_Duct_4,T_NI_PT_Outlet_Duct_5,T_NI_PT_Outlet_Duct_6,T_NI_PT_Outlet_Duct_7,T_NI_Seal_Bypass_1,T_NI_Seal_Bypass_2,T_NI_Seal_Bypass_3,T_NI_Seal_Bypass_4,T_NI_Turbine_Exit_1,T_NI_Turbine_Exit_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_TC_10,T_PLC_TC_11,T_PLC_TC_12,T_PLC_TC_13,T_PLC_TC_14,T_PLC_TC_15,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
283,283,283,45.496041,2023-02-10 00:12:47.892131+00:00,0.0,18.15,1.619524631959865,700.15,4.585,76.8,85.78443825400961,76.8,12.70412327978876,0.0,10.43272325974741,60.0,100.0,0.0,55.725,55.725,70.0,150.0,40.0,4.585,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.21848614818919,51.745,39.32,-44.63500000000001,22.855,22.585,22.335,0.0,18.15,0.0,0.0036843089553992,1.283816386504668,-2.360485872573967,445.5746012341045,55.30624899745266,54.98377714894253,55.30624899745266,1.025524463845292,1.0237842694617,-0.0116295879198773,-0.0116295879198773,-0.0161567770651256,-0.0115223488514395,55.08561036349163,55.79844288525428,0.4182367237630302,55.42505441712245,59.82085563232366,0.6728189740141062,60.1263553809279,60.07543875570266,2.710420192512732,-0.0240793580115337,0.0,144.63,63.99,62.065,62.265,-1.14,48.94494250090938,15.94134540368834,15.5315309872318,1123.085548797423,28.6827985032159,13.13005881908525,2293.711337800114,16.89857121966651,16.0508101237292,20.76915425550068,70.83934855982632,70.88880975368804,72.74376383973332,73.14564574034551,65.45326323786402,68.44712632891961,69.40573122974257,68.83398989604203,68.80443874469147,25.2380376869787,76.44017282234805,77.06422497394738,58.47769563324923,728.4233615957887,2293.711337800114,68.75,23.95,74.80000000000001,29.8,47.2,-188.3,75.15,25.55,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,700.15,753.7,0.3,67.635,67.36,68.045,60.0,56.0,0.0,0.5,0.25,18.0,100.0,45.95,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
284,284,284,45.51206600000001,2023-02-10 00:12:47.908156+00:00,0.0,18.135,1.618817336952052,700.525,4.5825,76.8,85.954858284602,76.8,12.93102601906398,0.0,10.25397657807866,60.0,100.0,0.0,55.7225,55.7225,70.0,150.0,40.0,4.5825,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.17959678786036,51.6925,39.345,-44.5275,22.8575,22.5825,22.3325,0.0,18.135,0.0,0.0038170269787893,1.071664508300842,-2.535875130671712,444.7811035960013,55.73055409076416,55.17471443055667,55.35292255528884,1.029004852672066,1.031325112025106,-0.0181374222342292,-0.0130443345268291,-0.0181374223017276,-0.0115223488514395,55.21290188434459,55.929977463328,0.3927784989412455,55.47172797533944,59.88874446526542,0.6813050490774142,60.09665401628442,60.16029979861069,2.75144696128825,-0.0260600032297633,0.0,144.725,63.99,61.8875,62.2275,-1.14,48.94494250090938,15.94134540368834,15.5315309872318,1123.085548797423,28.82254556497882,13.13005881908525,2293.711337800114,16.89857121966651,16.0508101237292,20.76915425550068,70.83934855982632,70.88880975368804,72.74376383973332,73.14564574034551,65.45326323786402,68.44712632891961,69.40573122974257,68.83398989604203,68.80443874469147,25.2380376869787,76.44017282234805,77.06422497394738,58.47769563324923,728.4233615957887,2293.711337800114,68.775,24.075,74.85000000000001,29.8,47.25,-190.95,75.175,25.575,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,700.525,754.1,0.3,67.6275,67.35,68.0375,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.075,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
285,285,285,45.612952,2023-02-10 00:12:48.009042+00:00,0.0,18.12,1.618110041944239,700.9,4.58,76.8,85.92279389893557,76.8,12.67125620274105,0.0,10.28139558908373,60.0,100.0,0.0,55.72,55.72,70.0,150.0,40.0,4.58,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.14070742753152,51.64,39.37,-44.42,22.86,22.58,22.33,0.0,18.12,0.0,0.0039497450021794,0.8595126300970151,-2.711264388769456,443.9876059578982,56.15485918407565,55.36565171217081,55.39959611312503,1.03248524149884,1.038865954588511,-0.024645256548581,-0.014459081133781,-0.0201180675383296,-0.0115223488514395,55.34019340519754,56.06151204140171,0.3673202741194608,55.51840153355642,59.95663329820718,0.6897911241407222,60.06695265164095,60.24516084151873,2.792473730063768,-0.0280406484479929,0.0,144.82,63.99,61.71,62.19,-1.14,48.94494250090938,15.94134540368834,15.5315309872318,1123.085548797423,28.96229262674174,13.13005881908525,2293.711337800114,16.89857121966651,16.0508101237292,20.76915425550068,70.83934855982632,70.88880975368804,72.74376383973332,73.14564574034551,65.45326323786402,68.44712632891961,69.40573122974257,68.83398989604203,68.80443874469147,25.2380376869787,76.44017282234805,77.06422497394738,58.47769563324923,728.4233615957887,2293.711337800114,68.8,24.2,74.9,29.8,47.3,-193.6,75.2,25.6,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,700.9,754.5,0.3,67.62,67.34,68.03,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.2,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
286,286,286,45.942769999999996,2023-02-10 00:12:48.338860+00:00,0.0,18.12,1.619009238698358,701.4,4.583333333333333,76.8,85.89072951326915,76.8,12.41148638641813,0.0,10.30881460008879,60.0,100.0,0.0,55.75,55.75,70.0,150.0,40.0,4.583333333333333,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.10181806720269,51.75333333333333,39.20333333333333,-44.32333333333334,22.86,22.57666666666666,22.33,0.0,18.12,0.0,0.0040824630255695,0.6473607518931885,-2.8866536468672,443.194108319795,56.57916427738715,55.55658899378495,55.44626967096121,1.035965630325615,1.046406797151917,-0.0311530908629329,-0.0158738277407328,-0.0220987127749316,-0.0115223488514395,55.46748492605049,56.19304661947542,0.341862049297676,55.56507509177341,60.02452213114894,0.6982771992040302,60.03725128699747,60.33002188442676,2.833500498839286,-0.0300212936662225,0.0,144.8733333333333,64.07666666666667,61.72,62.36666666666667,-1.14,48.94494250090938,15.94134540368834,15.5315309872318,1123.085548797423,29.10203968850466,13.13005881908525,2293.711337800114,16.89857121966651,16.0508101237292,20.76915425550068,70.83934855982632,70.88880975368804,72.74376383973332,73.14564574034551,65.45326323786402,68.44712632891961,69.40573122974257,68.83398989604203,68.80443874469147,25.2380376869787,76.44017282234805,77.06422497394738,58.47769563324923,728.4233615957887,2293.711337800114,68.83333333333333,24.36666666666667,74.93333333333334,29.8,47.33333333333333,-207.5666666666666,75.23333333333333,25.6,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,701.4,755.0333333333333,0.3,67.62,67.34,68.03,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.4,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
287,287,287,45.994844,2023-02-10 00:12:48.390934+00:00,0.0,18.12,1.619908435452477,701.9,4.586666666666667,76.8,83.9006150157438,76.8,12.24893204436282,0.0,10.47080443336914,60.0,100.0,0.0,55.78,55.78,70.0,150.0,40.0,4.586666666666667,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.06292870687385,51.86666666666667,39.03666666666666,-44.22666666666667,22.86,22.57333333333333,22.33,0.0,18.12,0.0,0.0042151810489596,0.435208873689362,-3.062042904964944,442.4006106816918,57.00346937069865,55.74752627539909,55.49294322879739,1.039446019152389,1.053947639715322,-0.0376609251772848,-0.0172885743476847,-0.0240793580115337,-0.0115223488514395,55.59477644690345,56.32458119754913,0.3164038244758913,55.6117486499904,60.0924109640907,0.7067632742673382,60.007549922354,60.4148829273348,2.874527267614804,-0.0320019388844521,0.0,144.9266666666666,64.16333333333333,61.73,62.54333333333333,-1.14,48.94494250090938,15.94134540368834,15.5315309872318,1123.085548797423,29.24178675026758,13.13005881908525,2293.711337800114,16.89857121966651,16.0508101237292,20.76915425550068,70.83934855982632,70.88880975368804,72.74376383973332,73.14564574034551,65.45326323786402,68.44712632891961,69.40573122974257,68.83398989604203,68.80443874469147,25.2380376869787,76.44017282234805,77.06422497394738,58.47769563324923,728.4233615957887,2293.711337800114,68.86666666666667,24.53333333333333,74.96666666666667,29.8,47.36666666666667,-221.5333333333333,75.26666666666667,25.6,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,701.9,755.5666666666667,0.3,67.62,67.34,68.03,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.6,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
288,288,288,46.162858,2023-02-10 00:12:48.558948+00:00,0.0,18.12,1.620807632206596,702.4,4.59,76.8,81.91050051821843,76.8,12.08637770230751,0.0,10.63279426664949,60.0,100.0,0.0,55.81,55.81,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,38.01107623158477,51.98,38.87,-44.13,22.86,22.57,22.33,0.0,18.12,0.0,0.0042424052590497,0.4521810236415149,-2.242875799718865,441.9706228840205,56.83940472779477,55.80975768773513,55.53820243689731,1.040799503722771,1.051047315584292,-0.0323792046058291,-0.0244566237089086,-0.0267202183025065,-0.0122710296123422,55.67398006191014,56.37549780960885,0.4634957912319942,55.79278548640679,60.4375125475088,0.7293928078212417,59.92268888163444,60.50540137506162,2.8567490009432,-0.0320019388844521,0.0,144.98,64.25,61.74,62.72,-1.14,48.89336924631873,15.93739427313594,15.54036541311907,1123.085548797423,30.13043477596284,13.1471350251074,2293.712234091838,16.9119642828391,16.05398624445213,20.78034450487439,70.92163374764105,70.96885648509965,72.85176798889304,73.25252862233053,65.56131918214487,68.5108584293868,69.46445395956606,68.89324040062736,68.88712073354291,25.28684532879599,76.6227564763613,77.24845448205828,58.74477574731848,729.1053473805553,2293.712234091838,68.9,24.7,75.0,29.8,47.4,-235.5,75.3,25.6,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,702.4,756.1,0.3,67.62,67.34,68.03,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.8,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
289,289,289,46.375169,2023-02-10 00:12:48.771259+00:00,0.0,18.12,1.622978863393371,702.9,4.59,76.8,79.92038602069307,76.8,11.9238233602522,0.0,10.79478409992984,60.0,100.0,0.0,55.80666666666666,55.80666666666666,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.95922375629569,52.02666666666666,38.97,-44.17666666666667,22.86333333333333,22.57333333333333,22.33,0.0,18.12,0.0,0.0042696294691397,0.4691531735936678,-1.423708694472786,441.5406350863493,56.67534008489089,55.87198910007118,55.58346164499723,1.042152988293154,1.048146991453261,-0.0270974840343735,-0.0316246730701325,-0.0293610785934793,-0.0130197103732448,55.75318367691683,56.42641442166856,0.6105877579880972,55.97382232282317,60.7826141309269,0.7520223413751452,59.83782784091488,60.59591982278844,2.838970734271596,-0.0320019388844521,0.0,144.6533333333333,64.28666666666666,62.09,62.99333333333333,-1.14,48.84179599172809,15.93344314258354,15.54919983900634,1123.085548797423,31.0190828016581,13.16421123112954,2293.713130383561,16.9253573460117,16.05716236517506,20.79153475424808,71.0039189354558,71.04890321651125,72.95977213805276,73.35941150431553,65.66937512642572,68.574590529854,69.52317668938954,68.95249090521268,68.96980272239436,25.33565297061328,76.80534013037455,77.43268399016918,59.01185586138772,729.7873331653219,2293.713130383561,68.9,24.66666666666667,75.06666666666666,29.8,47.46666666666667,-1249.266666666667,75.36666666666666,25.63333333333333,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,702.9,756.6,0.3,67.63000000000001,67.35000000000001,68.03333333333333,60.0,56.0,0.0,0.5,0.25,18.0,100.0,46.96666666666666,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
290,290,290,46.496586,2023-02-10 00:12:48.892676+00:00,0.0,18.12,1.625150094580146,703.4,4.59,76.8,82.09996619411137,76.8,12.06644873158546,0.0,10.91101025577798,60.0,100.0,0.0,55.80333333333333,55.80333333333333,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.90737128100661,52.07333333333333,39.07,-44.22333333333334,22.86666666666667,22.57666666666666,22.33,0.0,18.12,0.0,0.0042968536792298,0.4861253235458207,-0.6045415892267076,441.110647288678,56.51127544198702,55.93422051240722,55.62872085309714,1.043506472863536,1.04524666732223,-0.0218157634629179,-0.0387927224313564,-0.0320019388844521,-0.0137683911341475,55.83238729192353,56.47733103372827,0.7576797247442002,56.15485915923956,61.12771571434501,0.7746518749290487,59.75296680019532,60.68643827051526,2.821192467599992,-0.0320019388844521,0.0,144.3266666666667,64.32333333333334,62.44,63.26666666666667,-1.14,48.79022273713744,15.92949201203114,15.55803426489361,1123.085548797423,31.90773082735336,13.18128743715169,2293.714026675285,16.93875040918429,16.06033848589798,20.80272500362178,71.08620412327053,71.12894994792286,73.06777628721248,73.46629438630055,65.77743107070657,68.6383226303212,69.58189941921303,69.01174140979802,69.05248471124581,25.38446061243057,76.9879237843878,77.61691349828008,59.27893597545697,730.4693189500885,2293.714026675285,68.9,24.63333333333333,75.13333333333334,29.8,47.53333333333333,-2263.033333333334,75.43333333333334,25.66666666666667,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,703.4,757.1,0.3,67.64,67.36,68.03666666666668,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.13333333333333,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
291,291,291,46.711470999999996,2023-02-10 00:12:49.107561+00:00,0.0,18.12,1.627321325766922,703.9,4.59,76.8,84.27954636752969,76.8,12.20907410291872,0.0,11.02723641162612,60.0,100.0,0.0,55.8,55.8,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.84585140171826,52.12,39.17,-44.27,22.87,22.58,22.33,0.0,18.12,0.0,0.0041947628916178,0.4352088738054955,0.7384009437812054,440.0696247409783,56.65271047864059,55.77015588160865,55.55517464014915,1.042733053107557,1.040992858696768,-0.0297383442833899,-0.0361518621613677,-0.0304928758640379,-0.0145851337610675,55.73055407286688,56.39812741520079,0.667161591011407,55.9625075207718,60.93536400898722,0.8029387919685481,59.71336498171451,60.55631800245556,2.803414201123247,-0.0346427991509443,0.0,144.0,64.36,62.79,63.54,-1.14,48.79022273713744,15.92949201203114,15.55803426489361,1123.085548797423,31.80739959506102,13.18128743715169,2293.714026675285,16.93875040918429,16.06033848589798,20.80272500362178,71.08620412327053,71.12894994792286,73.06777628721248,73.46629438630055,65.77743107070657,68.6383226303212,69.58189941921303,69.01174140979802,69.05248471124581,25.38446061243057,76.9879237843878,77.61691349828008,59.27893597545697,730.4693189500885,2293.714026675285,68.9,24.6,75.2,29.8,47.6,-3276.8,75.5,25.7,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,703.9,757.6,0.3,67.65,67.37,68.04,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.3,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
292,292,292,46.804860000000005,2023-02-10 00:12:49.200950+00:00,0.0,18.12,1.626893659018011,704.25,4.59,76.8,86.45912654094799,76.8,12.35169947425198,0.0,11.14346256747427,60.0,100.0,0.0,55.7975,55.7975,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.78433152242991,52.0625,39.19750000000001,-44.3425,22.87,22.5825,22.33,0.0,18.12,0.0,0.0040926721040058,0.3842924240651702,2.081343476789118,439.0286021932786,56.79414551529417,55.60609125081009,55.48162842720116,1.041959633351579,1.036739050071307,-0.037660925103862,-0.033511001891379,-0.0289838128436237,-0.0154018763879875,55.62872085381022,56.31892379667332,0.5766434572786139,55.77015588230405,60.74301230362943,0.8312257090080474,59.67376316323371,60.42619773439586,2.785635934646501,-0.0372836594174366,0.0,144.1325,64.39750000000001,62.8,63.3625,-1.14,48.79022273713744,15.92949201203114,15.55803426489361,1123.085548797423,31.70706836276868,13.18128743715169,2293.714026675285,16.93875040918429,16.06033848589798,20.80272500362178,71.08620412327053,71.12894994792286,73.06777628721248,73.46629438630055,65.77743107070657,68.6383226303212,69.58189941921303,69.01174140979802,69.05248471124581,25.38446061243057,76.9879237843878,77.61691349828008,59.27893597545697,730.4693189500885,2293.714026675285,68.9,24.475,75.225,29.8,47.625,-3276.8,75.525,25.725,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,704.25,757.975,0.3,67.6575,67.38250000000001,68.05250000000001,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.45,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
293,293,293,46.99548400000001,2023-02-10 00:12:49.391574+00:00,0.0,18.12,1.626465992269101,704.5999999999999,4.59,76.8,86.24349236150583,76.8,12.52928894896168,0.0,11.0484559145143,60.0,100.0,0.0,55.795,55.795,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.72281164314156,52.005,39.225,-44.41500000000001,22.87,22.585,22.33,0.0,18.12,0.0,0.0039905813163938,0.333375974324845,3.424286009797031,437.9875796455789,56.93558055194774,55.44202662001153,55.40808221425316,1.0411862135956,1.032485241445845,-0.0455835059243341,-0.0308701416213903,-0.0274747498232095,-0.0162186190149076,55.52688763475357,56.23972017814584,0.4861253235458207,55.57780424383629,60.55066059827164,0.8595126260475467,59.6341613447529,60.29607746633616,2.767857668169756,-0.0399245196839288,0.0,144.265,64.435,62.81,63.185,-1.14,48.79022273713744,15.92949201203114,15.55803426489361,1123.085548797423,31.60673713047635,13.18128743715169,2293.714026675285,16.93875040918429,16.06033848589798,20.80272500362178,71.08620412327053,71.12894994792286,73.06777628721248,73.46629438630055,65.77743107070657,68.6383226303212,69.58189941921303,69.01174140979802,69.05248471124581,25.38446061243057,76.9879237843878,77.61691349828008,59.27893597545697,730.4693189500885,2293.714026675285,68.9,24.35,75.25,29.8,47.65000000000001,-3276.8,75.55,25.75,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,704.5999999999999,758.35,0.3,67.665,67.39500000000001,68.065,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.6,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
294,294,294,47.234977,2023-02-10 00:12:49.631067+00:00,0.0,18.12,1.626038325520191,704.9499999999999,4.59,76.8,86.02785818206367,76.8,12.70687842367139,0.0,10.95344926155433,60.0,100.0,0.0,55.7925,55.7925,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.72105393241042,51.9475,39.2525,-44.4875,22.87,22.5875,22.33,0.0,18.12,0.0,0.0037727876382027,0.4012645740560572,4.499187870474057,438.2591506712654,56.48298844924393,55.53820243739224,55.40808221425316,1.049113766281027,1.017790267106307,-0.033133735964616,-0.0267202182905084,-0.0255884210364456,-0.0163547427838972,55.49860062983956,56.18314616570722,0.5936156074764108,55.66832266098682,60.7769567230408,0.853855242631011,59.71336498204639,60.21121642388664,2.735036253646435,-0.0346427991264638,0.0,144.3975,64.4725,62.82,63.0075,-1.14,48.77072131220794,15.93367556096686,15.55702683881011,1123.085548797423,31.99372903150243,13.21279936428016,2293.717014320191,16.95880053168807,16.06119061208211,20.81144545754287,71.1490914612731,71.1675924364493,73.1654854655318,73.66222987714026,65.90138194320096,68.72988712149908,69.63793451551096,69.1124781854268,69.20515399324013,25.41958265283386,77.21243004215147,77.86939979901094,59.5646263901137,731.150555013431,2293.717014320191,68.9,24.225,75.275,29.8,47.675,-3276.8,75.57499999999999,25.775,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,704.9499999999999,758.725,0.3,67.67250000000001,67.4075,68.0775,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.75,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
295,295,295,47.263117,2023-02-10 00:12:49.659207+00:00,0.0,18.12,1.62561065877128,705.3,4.59,76.8,84.00958904144653,76.8,12.68534886478371,0.0,10.93710606500695,60.0,100.0,0.0,55.79,55.79,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.71929622167927,51.89,39.28,-44.56,22.87,22.59,22.33,0.0,18.12,0.0,0.0035549939600116,0.4691531737872694,5.574089731151084,438.5307216969518,56.03039634654011,55.63437825477295,55.40808221425316,1.057041318966453,1.003095292766768,-0.020683966004898,-0.0225702949596264,-0.0237020922496817,-0.0164908665528868,55.47031362492554,56.12657215326861,0.7011058914070011,55.75884107813735,61.00325284780996,0.8481978592144751,59.79256861933986,60.12635538143712,2.702214839123114,-0.0293610785689987,0.0,144.53,64.51,62.83,62.83,-1.14,48.75121988727844,15.93785910990258,15.55601941272662,1123.085548797423,32.3807209325285,13.24431129140861,2293.720001965097,16.97885065419186,16.06204273826623,20.82016591146396,71.21197879927568,71.20623492497572,73.26319464385114,73.85816536797999,66.02533281569535,68.82145161267697,69.69396961180891,69.21321496105556,69.35782327523447,25.45470469323715,77.43693629991515,78.12188609974177,59.85031680477044,731.8317910767735,2293.720001965097,68.9,24.1,75.3,29.8,47.7,-3276.8,75.6,25.8,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,705.3,759.1,0.3,67.68,67.42,68.09,60.0,56.0,0.0,0.5,0.25,18.0,100.0,47.9,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
296,296,296,47.496403,2023-02-10 00:12:49.892493+00:00,0.0,18.12,1.623768402006744,705.8,4.59,76.8,81.99131990082941,76.8,12.66381930589604,0.0,10.92076286845956,60.0,100.0,0.0,55.79,55.79,70.0,150.0,40.0,4.59,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,37.71753851094813,51.84666666666666,39.29666666666667,-44.32,22.87,22.59333333333333,22.33666666666666,0.0,18.12,0.0,0.0033372002818205,0.5370417735184816,6.648991591828111,438.8022927226382,55.57780424383629,55.73055407215366,55.40808221425316,1.064968871651879,0.98840031842723,-0.0082341960451799,-0.0184203716287445,-0.0218157634629179,-0.0166269903218765,55.44202662001153,56.06999814082999,0.8085961753375912,55.84935949528788,61.22954897257912,0.8425404757979393,59.87177225663334,60.0414943389876,2.669393424599793,-0.0240793580115337,0.0,144.7266666666667,64.43666666666667,62.48,62.69333333333334,-1.14,48.73171846234894,15.9420426588383,15.55501198664312,1123.085548797423,32.76771283355458,13.27582321853708,2293.722989610003,16.99890077669564,16.06289486445035,20.82888636538504,71.27486613727825,71.24487741350215,73.36090382217046,74.05410085881971,66.14928368818974,68.91301610385484,69.75000470810684,69.31395173668433,69.51049255722879,25.48982673364044,77.66144255767881,78.37437240047262,60.13600721942718,732.513027140116,2293.722989610003,68.93333333333334,24.06666666666666,75.36666666666666,29.8,47.73333333333333,-3276.8,75.73333333333333,25.8,-3276.8,-3276.8,-3276.8,-3276.8,-3276.8,705.8,759.6,0.3,67.68666666666667,67.42,68.09333333333333,60.0,56.0,0.0,0.5,0.25,18.0,100.0,48.06666666666666,150.0,40.0,0.0,0.1,1.5,60.0,145.0,59.26,-3276.8,4.755099183443801,0.004085
