,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,Index,Elapsed Time (s),Channel_NI,Ch1 RMS_NI,Ch2 RMS_NI,Ch1 Crest Factor_NI,Ch2 Crest Factor_NI,P_NI_Box_NI,T_NI_Box_NI,P_Oil_NI,P_TM_Cooling_Snake_NI,P_Fuel_NI,P_Inlet_Mass_Flow_1_NI,P_Inlet_Mass_Flow_2_NI,P_PT_Exit_Flow_Pressure_5_NI,P_Combustor_NI,P_Impeller_Discharge_1_NI,P_Impeller_Discharge_2_NI,P_Impeller_Discharge_3_NI,P_Impeller_Discharge_4_NI,P_LSSP_Inlet_1_NI,P_LSSP_Inlet_3_NI,P_LSSP_Outlet_1_NI,P_LSSP_Outlet_3_NI,F_Axial_NI,T_Gen_Embedded_pt_1_NI,T_Gen_Embedded_pt_2_NI,T_Gen_Fluid_in_ntc_NI,T_Gen_Fluid_out_ntc_NI,N2_Banner_ai_NI,N2_Reluctance_ai_NI,N1_ai_NI,T_Inlet_Air_NI,T_Combustor_Can_Boot_NI,T_Combustor_Cap_NI,T_Seal_Bypass_Flow_1_NI,T_Seal_Bypass_Flow_2_NI,T_Turbine_Exit_Flow_NI,T_Oil_Inlet_Flow_NI,T_Oil_Outlet_Flow_NI,T_TM_Cooling_Snake_In_NI,T_TM_Cooling_Snake_Out_NI,T_Heat_Shield_Cavity_NI,T_Combustor_Can_Surface_1_NI,T_Combustor_Can_Surface_2_NI,T_Hot_Section_Housing_1_NI,T_Hot_Section_Housing_2_NI,T_Oil_Sump_Vent_Temperature_NI,T_Cross_Duct_Flow_1_NI,T_Cross_Duct_Flow_3_NI,T_Cross_Duct_Flow_5_NI,T_Turbine_Exit_Flow_4_NI,Water_dt_C_NI,atmospheric pressure_PLC,bearing temperature_PLC,co2 temperature_PLC,fuel inlet pressure_PLC,fuel inlet temperature_PLC,fuel regulator_PLC,fuel supply pressure_PLC,generator case temperature 1_PLC,generator case temperature 2_PLC,generator case temperature 3_PLC,generator case temperature 4_PLC,generator outlet temperature_PLC,generator phase1 current_PLC,generator phase1 voltage_PLC,generator phase2 current_PLC,generator phase2 voltage_PLC,generator phase3 current_PLC,generator phase3 voltage_PLC,inlet static pressure_PLC,inlet temperature_PLC,n1 speed sensor_PLC,n2 speed sensor_PLC,oil pressure_PLC,oil temperature_PLC,pt outlet pressure 1,pt outlet pressure 2_PLC,pt outlet pressure 3_PLC,pt outlet pressure 4_PLC,pt outlet temperature 1_PLC,pt outlet temperature 2_PLC,pt outlet temperature 3_PLC,pt outlet temperature 4_PLC,turbine outlet temperature 1_PLC,turbine outlet temperature 2_PLC,relay_st1_PLC,relay_st2_PLC,relay_st3_PLC,relay_st4_PLC,relay_st5_PLC,n2b analog_PLC,n2b speed sensor_PLC,Power [kW],Power(kW)_PLC
417,417,417,417,101.0,2023-04-25 15:15:13,71.6832016,27.89999885,2.187959718,571.5400024,8.856900924,417,104.1864717,3:15:13 PM,45.812,39.4984,3.2063,2.2022,102299.5696,43.4702,38.1745,6.6557,53.8712,-786.0606,-917.2964,119818.0392,113080.0572,99077.9672,98466.9673,97397.7175,98331.1895,109329.1926,108293.8862,112621.8067,109515.8871,-901.1579,26.8668,29.015,21.9299,22.8941,36.8842,40.2242,99.8387,19.7349,111.7954,34.2697,118.4372,116.3893,570.9202,40.4138,88.0496,24.9832,32.8026,52.76,84.9496,71.1466,48.1142,51.3059,20.1497,115.4071,117.2011,115.2306,574.3365,0.9642,1.020129561,70.89999695,115.4600006,-0.023591833,19.54000015,30.0,-4.577580643,20.70000076,20.5,106.9,118.6600006,310.6,25.60112762,0.988498283,24.0993927,0.798611105,24.10698738,0.999348974,0.032356411,759.2800049,71.6832016,27.89999885,0,74.06000214,2.187959718,2.208009577,1.205366611,2.192523337,118.8200012,118.1600006,120.0199981,117.8200012,571.5400024,584.6199829,0,0,0,0,0,29.58622741,0,8.856900925,8.856900924
418,418,418,418,101.0,2023-04-25 15:15:13,71.98079987,27.83999901,2.190540743,571.6600098,8.855989471,418,104.4363193,3:15:13 PM,47.1564,39.2467,2.77,2.0706,102342.0018,43.4797,40.3543,1.439,53.1183,-788.5213,-916.4762,119851.9837,112791.5291,98993.1061,98704.5783,97550.4675,98534.8561,109600.7483,108378.7474,112808.5014,109634.6928,-901.1579,26.8668,28.5854,21.9258,22.8941,36.893,40.2242,99.8387,19.9663,111.6128,33.6426,118.8245,116.7318,571.2759,49.9224,83.9259,24.0575,30.9675,52.8371,84.6294,68.6579,48.1356,51.4905,20.4805,115.639,117.4109,115.4857,574.0727,0.9683,1.020129561,70.99999695,115.5399994,-0.023043186,19.56000023,30.0,-4.574588108,20.70000076,20.5,107.1,118.8399994,309.4,25.59244728,0.975477445,24.07769127,0.796440959,24.12977371,0.997178817,0.032356411,758.7199951,71.98079987,27.83999901,0,74.14000244,2.190540743,2.211450958,1.205366611,2.195702934,118.9800019,118.3399994,120.1799988,117.9800019,571.6600098,584.7799805,0,0,0,0,0,29.53920746,0,8.855989471,8.855989471
419,419,419,419,101.0,2023-04-25 15:15:13,72.27839813,27.77999916,2.193121767,571.7800171,8.855078018,419,104.686167,3:15:13 PM,47.638,41.1323,2.967,2.0755,102295.3264,43.4702,35.1567,1.8584,54.9294,-791.8022,-918.9369,120513.9015,112503.001,99638.0504,98738.5228,97754.1341,98636.6894,109855.3319,108633.3309,113097.0295,110008.082,-901.1579,27.5113,28.3705,21.9422,22.8982,36.8871,40.2275,99.8229,19.7716,118.7947,34.6929,118.9947,117.0257,571.4459,57.887,88.308,24.2616,31.2549,53.2061,83.2989,68.5121,48.3414,52.2283,20.1613,115.808,117.315,115.2718,573.556,0.956,1.020129561,71.09999695,115.6199981,-0.022494538,19.5800003,30.0,-4.571595574,20.70000076,20.5,107.3,119.0199981,308.2,25.58376693,0.962456608,24.05598984,0.794270814,24.15256004,0.995008659,0.032356411,758.1599854,72.27839813,27.77999916,0,74.22000275,2.193121767,2.21489234,1.205366611,2.198882532,119.1400025,118.5199981,120.3399994,118.1400025,571.7800171,584.939978,0,0,0,0,0,29.4921875,0,8.855078018,8.855078018
420,420,420,420,102.0,2023-04-25 15:15:14,72.5759964,27.71999931,2.195702791,571.9000244,8.854166564,420,104.9360146,3:15:14 PM,51.2945,41.6819,3.0118,2.2776,102337.7585,43.475,40.1782,0.3381,55.7332,-791.8022,-930.42,118646.9538,111009.444,99824.7448,98976.1338,98229.3562,98959.1616,110262.6655,109023.6923,113504.3633,110262.6655,-901.2318,28.1557,29.4446,21.934,22.9023,36.8901,40.2341,99.8229,19.6311,113.8095,36.4417,119.003,117.1512,572.5916,65.1042,87.0073,26.4791,28.9604,52.9661,84.8376,67.0257,48.6585,51.8867,20.7041,115.9121,117.7519,115.7749,574.1292,0.9683,1.020129561,71.19999695,115.6999969,-0.02194589,19.60000038,30.0,-4.568603039,20.70000076,20.5,107.5,119.1999969,307.0,25.57508659,0.949435771,24.03428841,0.792100668,24.17534637,0.992838502,0.032356411,757.5999756,72.5759964,27.71999931,0,74.30000305,2.195702791,2.218333721,1.205366611,2.20206213,119.3000031,118.6999969,120.5,118.3000031,571.9000244,585.0999756,0,0,0,0,0,29.44516754,0,8.854166565,8.854166564
421,421,421,421,102.0,2023-04-25 15:15:14,72.91199684,27.65999937,2.202809989,572.0750122,8.855631466,421,105.1858623,3:15:14 PM,51.3011,39.7693,3.448,2.3393,102329.2721,43.4797,36.2861,0.9191,54.7361,-797.5437,-929.5998,121090.9581,113504.3633,100350.8837,99502.2727,98755.495,99621.0782,110703.9437,109515.8871,114115.364,110822.7494,-901.1579,26.652,28.5854,21.9504,22.9064,36.893,40.2275,99.8308,20.1123,113.0308,33.2606,119.3976,117.3835,572.2948,55.0478,86.9611,23.5249,30.4674,53.0633,83.9692,68.0723,48.5767,52.6768,20.6844,116.5195,117.829,116.0782,574.5502,0.956,1.020129561,71.32499695,115.9249973,-0.021322427,19.60000038,30.0,-4.572967172,20.70000076,20.5,107.75,119.3249969,308.074997,25.61577701,0.952148438,24.04378272,0.808376715,24.13736915,0.996907532,0.032714881,758.8749848,72.91199684,27.65999937,0,74.42500305,2.202809989,2.224084973,1.206114739,2.207626343,119.5750027,118.9249973,120.7250004,118.5750027,572.0750122,585.3499756,0,0,0,0,0,29.41125965,0,8.855631466,8.855631466
422,422,422,422,102.0,2023-04-25 15:15:14,73.24799729,27.59999943,2.209917188,572.25,8.857096367,422,105.4357099,3:15:14 PM,50.7249,39.9293,3.1283,2.1132,102329.2721,43.4797,40.5486,0.3618,54.8073,-799.1842,-928.7796,121006.0969,113945.6416,100571.5226,99705.9393,99162.8283,99790.8004,111060.3607,109889.2763,114471.7811,111348.8888,-901.0102,27.5113,29.015,21.9504,22.9146,36.893,40.2275,99.8308,19.8316,112.0524,34.7948,119.6836,117.4282,572.7073,45.5324,82.4397,25.5616,30.6658,52.7656,87.2207,67.5137,48.5262,51.68,19.251,116.4545,117.9162,116.2834,574.5302,0.9642,1.020129561,71.44999695,116.1499977,-0.020698965,19.60000038,30.0,-4.577331304,20.70000076,20.5,108.0,119.4499969,309.1499939,25.65646744,0.954861105,24.05327702,0.824652761,24.09939194,1.000976563,0.033073351,760.1499939,73.24799729,27.59999943,0,74.55000305,2.209917188,2.229836225,1.206862867,2.213190555,119.8500023,119.1499977,120.9500008,118.8500023,572.25,585.5999756,0,0,0,0,0,29.37735176,0,8.857096367,8.857096367
423,423,423,423,102.0,2023-04-25 15:15:14,73.58399773,27.53999948,2.217024386,572.4249878,8.858561268,423,105.6855576,3:15:14 PM,54.2162,39.6766,2.8623,2.0709,102333.5153,43.4797,40.2329,3.9183,55.6111,-800.8246,-935.3413,122109.2935,114556.6423,101046.7448,99909.606,99587.1338,100249.0504,111433.7499,110262.6655,114980.9484,111773.1947,-901.0102,27.2965,29.015,21.9504,22.9105,36.9019,40.2275,99.8308,19.8153,114.7849,35.0523,119.7808,117.7194,573.4792,46.951,82.8015,24.5052,30.1168,52.6153,85.4938,67.8171,48.8056,53.3034,20.5232,117.0573,118.2356,116.3515,574.6271,0.9601,1.020129561,71.57499695,116.3749981,-0.020075502,19.60000038,30.0,-4.581695437,20.70000076,20.5,108.25,119.5749969,310.2249909,25.69715786,0.957573771,24.06277133,0.840928808,24.06141472,1.005045593,0.03343182,761.4250031,73.58399773,27.53999948,0,74.67500305,2.217024386,2.235587478,1.207610994,2.218754768,120.1250019,119.3749981,121.1750011,119.1250019,572.4249878,585.8499756,0,0,0,0,0,29.34344387,0,8.858561268,8.858561268
424,424,424,424,103.0,2023-04-25 15:15:15,73.91999817,27.47999954,2.224131584,572.5999756,8.860026169,424,105.9354052,3:15:15 PM,50.2941,40.5851,2.9446,2.1154,102333.5153,43.4845,37.7677,4.964,54.9294,-797.5437,-940.2627,121515.2645,113775.9191,101437.1059,100469.6893,99807.7726,100690.3281,111942.9171,110686.9715,115337.3656,112078.695,-901.1579,26.8668,29.4446,21.9504,22.9269,36.896,40.2275,99.8387,20.0353,116.7765,35.662,120.3479,118.0717,572.9716,47.1815,83.7942,24.1313,30.4804,53.1216,84.51,67.7766,49.2623,53.15,19.7232,117.0786,118.2537,116.5529,574.2657,0.9765,1.020129561,71.69999695,116.5999985,-0.019452039,19.60000038,30.0,-4.58605957,20.70000076,20.5,108.5,119.6999969,311.2999878,25.73784828,0.960286438,24.07226563,0.857204854,24.0234375,1.009114623,0.03379029,762.7000122,73.91999817,27.47999954,0,74.80000305,2.224131584,2.24133873,1.208359122,2.224318981,120.4000015,119.5999985,121.4000015,119.4000015,572.5999756,586.0999756,0,0,0,0,0,29.30953598,0,8.860026169,8.860026169
425,425,425,425,103.0,2023-04-25 15:15:15,74.16959839,27.45599937,2.22790966,572.7199829,8.858203263,425,106.1852529,3:15:15 PM,51.8113,38.0717,2.8677,2.1602,102329.2721,43.4845,40.2572,3.9164,54.1052,-805.746,-946.0043,122194.1547,114369.9476,101827.4671,100673.3559,100096.3004,101063.717,112333.2786,111128.2497,115897.4496,112536.9455,-901.1579,26.8668,28.3705,21.9463,22.931,36.896,40.2341,99.8229,19.7368,114.8917,35.4621,120.2649,118.2216,572.9333,52.3772,82.4894,26.4881,32.9168,53.0116,85.9573,70.746,48.9228,52.5997,19.8174,117.3162,118.3955,116.8366,575.3453,0.9847,1.020129561,71.69999695,116.7799988,-0.019452039,19.60000038,30.0,-4.589052105,20.70000076,20.5,108.6,119.9199981,312.2999878,25.73784828,0.965711796,24.07552071,0.857204854,24.00499153,1.009114623,0.03379029,762.7000122,74.16959839,27.45599937,0,74.80000305,2.22790966,2.245191574,1.208583569,2.229331398,120.6200012,119.8399994,121.6200012,119.6200012,572.7199829,586.2599854,0,0,0,0,0,29.29868469,0,8.858203262,8.858203263
426,426,426,426,103.0,2023-04-25 15:15:15,74.41919861,27.4319992,2.231687736,572.8399902,8.856380356,426,106.4351005,3:15:15 PM,52.9246,39.1006,3.2081,2.1387,102333.5153,43.4797,38.2534,5.3933,52.4671,-805.746,-944.3638,123433.1295,116508.4505,101912.3282,101216.467,100605.467,101538.9393,112859.4181,111620.4446,116474.506,112927.3071,-901.1579,27.2965,28.5854,21.9422,22.9351,36.9048,40.2275,99.8229,19.5081,114.723,38.9624,120.9811,118.8177,573.7956,46.1947,82.0735,24.9952,30.9122,53.1373,86.7788,70.0039,49.1403,52.7793,19.3326,117.5632,119.0915,117.2381,575.2138,0.9929,1.020129561,71.69999695,116.9599991,-0.019452039,19.60000038,30.0,-4.592044639,20.70000076,20.5,108.7,120.1399994,313.2999878,25.73784828,0.971137154,24.07877579,0.857204854,23.98654556,1.009114623,0.03379029,762.7000122,74.41919861,27.4319992,0,74.80000305,2.231687736,2.249044418,1.208808017,2.234343815,120.8400009,120.0800003,121.8400009,119.8400009,572.8399902,586.4199951,0,0,0,0,0,29.2878334,0,8.856380356,8.856380356
427,427,427,427,103.0,2023-04-25 15:15:15,74.66879883,27.40799904,2.235465813,572.9599976,8.85455745,427,106.6849482,3:15:15 PM,51.5098,39.8178,3.2533,2.2703,102320.7857,43.475,41.0222,0.6926,57.1271,-811.4875,-950.9256,123806.5192,115490.1158,102659.1061,101606.8282,100961.8837,102115.9949,113334.6408,112112.6395,117085.5069,113538.3077,-901.3795,27.0817,28.3705,21.9504,22.9433,36.9078,40.2341,99.8466,19.9294,115.9456,37.1811,120.9159,118.7355,573.4432,56.0681,81.1192,24.1976,29.0319,53.6686,84.4907,68.2553,49.3627,52.5036,17.5082,117.7602,119.2136,117.6003,575.0327,0.9929,1.020129561,71.69999695,117.1399994,-0.019452039,19.60000038,30.0,-4.595037174,20.70000076,20.5,108.8,120.3600006,314.2999878,25.73784828,0.976562512,24.08203087,0.857204854,23.9680996,1.009114623,0.03379029,762.7000122,74.66879883,27.40799904,0,74.80000305,2.235465813,2.252897263,1.209032464,2.239356231,121.0600006,120.3200013,122.0600006,120.0600006,572.9599976,586.5800049,0,0,0,0,0,29.27698212,0,8.854557449,8.85455745
428,428,428,428,104.0,2023-04-25 15:15:16,74.91839905,27.38399887,2.239243889,573.0800049,8.852734543,428,106.9347959,3:15:16 PM,53.7938,39.3228,3.2247,2.0739,102337.7585,43.4797,39.8807,1.5808,55.1736,-820.51,-958.3076,125181.2722,117594.6744,102896.7172,101657.7448,101233.4393,102234.8005,113589.2245,112401.1676,117221.2849,113809.8636,-901.2318,27.7261,28.5854,21.9422,22.9392,36.9078,40.2374,99.8308,19.7059,115.4906,36.8428,121.158,119.1894,574.2855,52.9782,84.6152,26.851,30.9137,53.5759,87.9779,68.9526,49.4243,54.07,20.0499,118.2028,119.2992,117.4955,575.504,0.997,1.020129561,71.69999695,117.3199997,-0.019452039,19.60000038,30.0,-4.598029708,20.70000076,20.5,108.9,120.5800019,315.2999878,25.73784828,0.98198787,24.08528595,0.857204854,23.94965363,1.009114623,0.03379029,762.7000122,74.91839905,27.38399887,0,74.80000305,2.239243889,2.256750107,1.209256912,2.244368648,121.2800003,120.5600022,122.2800003,120.2800003,573.0800049,586.7400146,0,0,0,0,0,29.26613083,0,8.852734543,8.852734543
429,429,429,429,104.0,2023-04-25 15:15:16,75.16799927,27.3599987,2.243021965,573.2000122,8.850911636,429,107.1846435,3:15:16 PM,54.5302,39.1305,3.5626,2.1387,102333.5153,43.475,39.0913,3.8592,55.5806,-822.9707,-959.9481,123076.7121,114963.9762,102726.995,101861.4115,101352.2448,102438.4672,113979.586,112774.5569,117713.4801,114030.5028,-901.0102,28.5854,29.015,21.9422,22.9433,36.9019,40.2308,99.8229,19.5354,119.5794,38.8686,121.2937,119.2009,574.5527,52.2877,82.8363,23.9695,30.3546,53.7647,86.8368,67.8567,49.4833,52.9843,20.3868,118.2386,119.4156,117.6082,574.9268,1.0011,1.020129561,71.69999695,117.5,-0.019452039,19.60000038,30.0,-4.601022243,20.70000076,20.5,109.0,120.8000031,316.2999878,25.73784828,0.987413228,24.08854103,0.857204854,23.93120766,1.009114623,0.03379029,762.7000122,75.16799927,27.3599987,0,74.80000305,2.243021965,2.260602951,1.209481359,2.249381065,121.5,120.8000031,122.5,120.5,573.2000122,586.9000244,0,0,0,0,0,29.25527954,0,8.850911636,8.850911636
430,430,430,430,104.0,2023-04-25 15:15:16,75.40800019,27.3599987,2.248146677,573.2800049,8.852604355,430,107.4344912,3:15:16 PM,50.9632,40.2646,3.2662,2.1671,102342.0018,43.4797,39.5771,0.2751,55.5297,-829.5325,-968.1503,125588.6065,117628.6189,103422.8562,102217.8282,102065.0782,102862.7728,114336.0031,113215.8352,118188.7031,114675.448,-901.0102,27.9409,29.4446,21.9545,22.9556,36.9137,40.2242,99.8387,19.5168,117.0802,35.1507,121.3808,119.2078,575.6017,50.543,82.5439,24.1155,30.628,53.8587,87.6012,68.8231,49.5073,53.3215,20.2843,118.463,119.7492,117.8957,575.4353,1.0011,1.020129561,71.77999725,117.6800003,-0.020000686,19.5800003,30.0,-4.591047096,20.68000068,20.47999992,109.2399994,121.0600022,318.5799927,25.71940193,0.985243082,24.07443542,0.849609375,23.9778656,0.995008707,0.034045905,764.7600098,75.40800019,27.3599987,0,74.92000275,2.248146677,2.266550636,1.208920265,2.254019451,121.7399994,121.0400025,122.7199997,120.7199997,573.2800049,587.060022,0,0,0,0,0,29.29506569,0,8.852604355,8.852604355
431,431,431,431,104.0,2023-04-25 15:15:16,75.6480011,27.3599987,2.253271389,573.3599976,8.854297074,431,107.6843388,3:15:16 PM,52.398,41.0297,3.8644,2.1613,102333.5153,43.4797,36.4197,2.079,54.7157,-831.9931,-960.7683,125045.4941,117034.5902,103728.3563,102862.7728,102353.606,103151.3006,114828.1982,113640.1412,118714.8428,115150.6709,-901.0841,27.0817,28.1557,21.9586,22.9556,36.9078,40.2341,99.8308,19.4537,117.938,34.8387,121.9234,119.708,574.6102,50.2515,88.186,24.0783,31.0661,53.8584,86.3997,69.1954,49.7655,53.757,20.943,118.8742,120.0679,117.8472,575.3602,0.997,1.020129561,71.85999756,117.8600006,-0.020549334,19.56000023,30.0,-4.581071949,20.66000061,20.45999985,109.4799988,121.3200013,320.8599976,25.70095558,0.983072937,24.06032982,0.842013895,24.02452355,0.980902791,0.034301519,766.8200073,75.6480011,27.3599987,0,75.04000244,2.253271389,2.272498321,1.20835917,2.258657837,121.9799988,121.2800019,122.9399994,120.9399994,573.3599976,587.2200195,0,0,0,0,0,29.33485184,0,8.854297073,8.854297074
432,432,432,432,105.0,2023-04-25 15:15:17,75.88800202,27.3599987,2.258396101,573.4399902,8.855989792,432,107.9341865,3:15:17 PM,51.9941,38.6666,3.192,2.099,102333.5153,43.4845,40.1114,1.8702,55.2041,-841.0156,-984.5548,124723.0212,116457.5338,104067.8009,103083.4117,102659.1061,103456.8007,115337.3656,114047.475,119054.2878,115507.088,-901.1579,26.2224,28.5854,21.9586,22.9597,36.9108,40.2308,99.8387,19.5786,116.6281,39.9383,122.1427,120.5977,575.1205,54.7713,80.2897,27.742,31.529,54.3453,88.983,69.9211,49.9975,53.8223,19.9511,119.2982,120.1351,118.1081,575.8932,1.0011,1.020129561,71.93999786,118.0400009,-0.021097981,19.54000015,30.0,-4.571096801,20.64000053,20.43999977,109.7199981,121.5800003,323.1400024,25.68250923,0.980902791,24.04622421,0.834418416,24.07118149,0.966796875,0.034557134,768.8800049,75.88800202,27.3599987,0,75.16000214,2.258396101,2.278446007,1.207798076,2.263296222,122.2199981,121.5200012,123.1599991,121.1599991,573.4399902,587.3800171,0,0,0,0,0,29.37463798,0,8.855989792,8.855989792
433,433,433,433,105.0,2023-04-25 15:15:17,76.12800293,27.3599987,2.263520813,573.5199829,8.857682511,433,108.1840341,3:15:17 PM,49.106,38.35,4.0492,2.1221,102337.7585,43.475,35.8671,2.6836,56.9135,-841.8358,-980.4537,126776.6649,118596.0371,104407.2454,103541.6618,103117.3562,103864.1341,115710.7549,114488.7533,119461.6219,115897.4496,-901.3056,27.9409,28.8002,21.9627,22.968,36.9108,40.2341,99.8387,19.5721,120.6587,38.6261,122.4409,120.3397,576.1814,58.3535,83.1359,25.811,30.1736,54.3793,86.6229,69.3825,50.0097,54.0944,21.0221,119.0191,120.6534,118.7918,575.0437,1.0053,1.020129561,72.01999817,118.2200012,-0.021646629,19.52000008,30.0,-4.561121654,20.62000046,20.4199997,109.9599975,121.8399994,325.4200073,25.66406288,0.978732646,24.03211861,0.826822936,24.11783944,0.952690959,0.034812748,770.9400024,76.12800293,27.3599987,0,75.28000183,2.263520813,2.284393692,1.207236981,2.267934608,122.4599975,121.7600006,123.3799988,121.3799988,573.5199829,587.5400146,0,0,0,0,0,29.41442413,0,8.85768251,8.857682511
434,434,434,434,105.0,2023-04-25 15:15:17,76.36800385,27.3599987,2.268645525,573.5999756,8.859375229,434,108.4338818,3:15:17 PM,48.147,37.3806,3.0436,2.1848,102325.0289,43.475,40.9312,1.3228,55.2245,-845.1167,-980.4537,127828.9453,119139.1491,104475.1343,103711.3841,103100.3839,104050.8286,115948.3664,114743.337,119733.1779,116185.9778,-901.3056,26.8668,28.5854,21.9545,22.968,36.9137,40.2242,99.8308,19.3602,117.2388,35.7597,122.9143,120.7662,575.4276,39.4409,83.3396,24.3759,30.4067,54.6171,86.7902,69.5452,50.2891,51.7856,20.2709,119.5357,121.4031,118.7258,576.0893,1.0135,1.020129561,72.09999847,118.4000015,-0.022195276,19.5,30.0,-4.551146507,20.60000038,20.39999962,110.1999969,122.0999985,327.7000122,25.64561653,0.9765625,24.018013,0.819227457,24.16449738,0.938585043,0.035068363,773.0,76.36800385,27.3599987,0,75.40000153,2.268645525,2.290341377,1.206675887,2.272572994,122.6999969,122.0,123.5999985,121.5999985,573.5999756,587.7000122,0,0,0,0,0,29.45421028,0,8.859375229,8.859375229
435,435,435,435,105.0,2023-04-25 15:15:17,76.36800385,27.3599987,2.268645525,573.5999756,8.859375229,435,108.6837294,3:15:17 PM,50.8228,37.517,3.2127,2.3255,102333.5153,43.4797,39.2067,1.3543,56.9847,-847.5774,-987.8357,128694.5309,121617.098,105086.1345,103965.9675,103660.4674,104644.8566,116304.7836,115116.7264,120310.2345,116661.2007,-901.0841,27.7261,28.1557,21.9545,22.9803,36.9167,40.2275,99.8229,19.4241,121.3952,38.1725,122.9557,121.101,575.9368,62.3047,84.9467,24.7912,31.3524,54.6135,87.2327,69.0641,50.3901,54.7954,20.8787,119.4073,120.8719,119.0012,575.5371,1.0258,1.020129561,72.24999809,118.4000015,-0.022195276,19.5,30.0,-4.551146507,20.60000038,20.39999962,110.1999969,122.0999985,327.7000122,25.64561653,0.9765625,24.018013,0.811089426,24.16449738,0.929090694,0.035068363,778.5249939,76.36800385,27.3599987,0,75.57500077,2.268645525,2.290341377,1.206675887,2.272572994,122.6999969,122.0,123.5999985,121.5999985,573.5999756,587.7000122,0,0,0,0,0,29.45421028,0,8.859375229,8.859375229
436,436,436,436,106.0,2023-04-25 15:15:18,76.36800385,27.3599987,2.268645525,573.5999756,8.859375229,436,108.9335771,3:15:18 PM,48.9932,39.8728,3.4042,2.1103,102333.5153,43.4797,39.3464,0.3342,59.04,-851.6785,-1002.5997,128168.3906,119835.0114,105187.9679,104186.6064,103898.0786,104712.7455,116678.173,115388.2823,120462.9848,116932.7567,-901.0841,26.4372,28.3705,21.9586,22.9803,36.9196,40.2308,99.8151,19.5294,118.1916,37.6751,123.2519,121.3805,575.8084,46.8916,83.8208,24.603,31.9874,55.0089,87.7372,70.3832,50.6517,52.9313,18.1286,119.7845,121.2844,119.058,575.5586,1.0217,1.020129561,72.39999771,118.4000015,-0.022195276,19.5,30.0,-4.551146507,20.60000038,20.39999962,110.1999969,122.0999985,327.7000122,25.64561653,0.9765625,24.018013,0.802951396,24.16449738,0.919596344,0.035068363,784.0499878,76.36800385,27.3599987,0,75.75,2.268645525,2.290341377,1.206675887,2.272572994,122.6999969,122.0,123.5999985,121.5999985,573.5999756,587.7000122,0,0,0,0,0,29.45421028,0,8.859375229,8.859375229
437,437,437,437,106.0,2023-04-25 15:15:18,76.36800385,27.3599987,2.268645525,573.5999756,8.859375229,437,109.1834247,3:15:18 PM,48.0336,39.759,3.5183,2.1872,102337.7585,43.4797,40.2268,3.7824,55.957,-857.4201,-999.3188,128338.1133,119173.0936,105357.6902,104356.3287,103864.1341,105018.2456,116932.7567,115744.6994,120819.4021,117289.1739,-900.9364,27.0817,29.015,21.9586,22.9844,36.9167,40.2308,99.8387,19.5392,119.46,39.5033,123.7795,121.5649,576.8059,44.0512,83.8353,25.5162,32.9737,54.96,89.3511,71.4587,50.6215,54.9267,18.8196,120.1316,121.5178,119.4117,575.9272,1.0258,1.020129561,72.54999733,118.4000015,-0.022195276,19.5,30.0,-4.551146507,20.60000038,20.39999962,110.1999969,122.0999985,327.7000122,25.64561653,0.9765625,24.018013,0.794813365,24.16449738,0.910101995,0.035068363,789.5749817,76.36800385,27.3599987,0,75.92499924,2.268645525,2.290341377,1.206675887,2.272572994,122.6999969,122.0,123.5999985,121.5999985,573.5999756,587.7000122,0,0,0,0,0,29.45421028,0,8.859375229,8.859375229
438,438,438,438,106.0,2023-04-25 15:15:18,76.36800385,27.3599987,2.268645525,573.5999756,8.859375229,438,109.4332724,3:15:18 PM,51.6474,40.817,3.4235,2.238,102337.7585,43.4892,35.6728,4.8656,56.537,-868.083,-1014.0829,129000.0317,120632.7073,105714.107,104492.1065,104169.6342,105408.6069,117170.3682,115880.4774,121192.7917,117526.7854,-900.8625,27.2965,29.6594,21.9545,22.9885,36.9226,40.2275,99.8308,19.3926,118.6347,40.0795,124.0354,121.5962,576.1981,43.3731,82.1298,24.878,30.6708,54.8397,88.7404,71.2688,50.4831,55.1631,20.3816,120.0685,121.5863,119.6168,575.967,1.034,1.020129561,72.69999695,118.4000015,-0.022195276,19.5,30.0,-4.551146507,20.60000038,20.39999962,110.1999969,122.0999985,327.7000122,25.64561653,0.9765625,24.018013,0.786675334,24.16449738,0.900607646,0.035068363,795.0999756,76.36800385,27.3599987,0,76.09999847,2.268645525,2.290341377,1.206675887,2.272572994,122.6999969,122.0,123.5999985,121.5999985,573.5999756,587.7000122,0,0,0,0,0,29.45421028,0,8.859375229,8.859375229
