,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,D_NI_Displacement_Probe_1,FP_NI_Generator_Cooling_Inlet_1,FP_NI_Oil_Sump_Cooling_Inlet_1,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_spare,P_NI_Bellmouth_2,P_NI_Combustor_Can_1,P_NI_Impeller_Exit_1,P_NI_Impeller_Exit_2,P_NI_Impeller_Exit_3,P_NI_Impeller_Exit_4,P_NI_Inlet_Mass_Flow_2,P_NI_Inlet_Mass_Flow_3,P_NI_LP_Inlet_1,P_NI_LP_Inlet_2,P_NI_LP_Outlet_1,P_NI_LP_Outlet_2,P_NI_Lab_Seal_Downstream_1,P_NI_Lab_Seal_Downstream_2,P_NI_Lab_Seal_Downstream_3,P_NI_Lab_Seal_Downstream_4,P_NI_Lab_Seal_Upstream_1,P_NI_Lab_Seal_Upstream_2,P_NI_Lab_Seal_Upstream_3,P_NI_Lab_Seal_Upstream_4,P_NI_Turbine_Diffuser_Exit_2,P_PLC_Bellmouth_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit_1,T_NI_Bellmouth_3,T_NI_Bellmouth_4,T_NI_Generator_Cooling_Inlet_1,T_NI_Generator_Cooling_Outlet_1,T_NI_Generator_Stator_1,T_NI_Generator_Stator_2,T_NI_Inlet_2,T_NI_LP_Inlet_1,T_NI_LP_Inlet_2,T_NI_LP_Outlet_2,T_NI_N2_Front_Bearing_21,T_NI_Oil_Sump_Cooling_Inlet_1,T_NI_Oil_Sump_Cooling_Outlet_1,T_NI_PT_Exit_1,T_NI_PT_Exit_2,T_NI_PT_Exit_3,T_NI_PT_Exit_4,T_NI_PT_Outlet_Duct_3,T_NI_PT_Outlet_Duct_4,T_NI_PT_Outlet_Duct_5,T_NI_PT_Outlet_Duct_6,T_NI_PT_Outlet_Duct_7,T_NI_Recuperator_HP_Outlet_3,T_NI_Recuperator_HP_Outlet_4,T_NI_Seal_Bypass_1,T_NI_Seal_Bypass_2,T_NI_Seal_Bypass_3,T_NI_Seal_Bypass_4,T_NI_Turbine_Exit_1,T_NI_Turbine_Exit_2,T_PI_Engine_Frame_1,T_PI_Engine_Frame_2,T_PLC_15,T_PLC_16,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_control_mode,cc_et,cc_fuel_manual,cc_fuel_setpoint,cc_lb_set,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cc_stage,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,dt_CW_inv_mc_status,dt_i_mc,dt_n_mc,dt_pwr_mc,dt_u_mc,spare_420,I_PLC,kw_4wi,kw_dt,kw_lb
493,819,819,819,54.994782,2023-04-05 22:01:15.459450+00:00,0.0,19.32,1.888428324697755,698.7,7.18,0.0,58.77126637752131,140.0,9.317383953344963,0.0,15.9607114010133,60.0,100.0,0.0,55.89,55.89,70.0,120.0,40.0,7.18,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.55378561000485,4.318670446942409,2.203329365314298,81.78,39.14,-77.11,31.419999999999998,31.678000000000004,31.472,0.0,19.32,0.0,0.1071841085555087,82.95399506663809,79.57652017677543,80.88338218059906,75.56428488134185,76.409501868343,1.707217139008889,1.733320096752271,-0.099457052910925,0.0010465418730785,-0.8075090786815974,-0.7501815733394704,76.47739078175375,0.5675916437811963,80.07210939157784,75.62199047801562,83.46655662895702,82.47198348759059,81.37218258096114,84.14884062473809,-1.010100588480357,0.11,3.57,90.02,87.25,88.86,-1.12,2293.696549029959,2293.696549029959,28.84849354464971,28.99465157159179,36.99022481779101,34.63387388183592,14.97135865505836,592.2925784615697,552.7842706595651,111.7527729580498,45.06307835376234,33.60821118570011,28.32206533838172,91.62656170926056,92.2422522571682,93.76535351990717,95.33227823124396,85.1758768305765,88.57625719798133,89.67171580880637,89.78139435601382,88.4888155896508,264.3476623622143,252.788663934998,102.8239963392314,2293.696549029959,99.99449428017672,79.33284009180935,628.0149867418412,619.2577569263133,89.85,83.56219999999999,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.4,98.9,46.1,29.7,47.3,88.0,88.1,273.6,304.6,698.7,686.3,0.26,68.09,67.63,68.13,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,57.8,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19181.0,0.0,158.26,59.26,0.09456999999999999,11.348399999999998,-0.0,0.216
494,820,820,820,55.002531000000005,2023-04-05 22:01:15.467199+00:00,0.0,19.26,1.891454889382351,698.9833333333333,7.168333333333333,0.0,61.52688342989039,140.0,11.18029633223043,0.0,17.1581146380287,60.0,100.0,0.0,55.97333333333334,55.97333333333334,70.0,120.0,40.0,7.168333333333333,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.59175202638232,5.344339891950312,2.18609812446069,82.11500000000001,39.085,-77.08666666666667,31.389999999999997,31.651333333333334,31.443666666666672,0.0,19.26,0.0,0.1073678726373781,83.42921771455545,79.86504813738921,80.96824335497193,75.80529051443811,76.74555199725117,1.704548836735716,1.735292320286161,-0.0928926293311935,-0.0030279284387653,-0.812488982276762,-0.7510391467832112,76.79646868382127,0.5268584836635085,80.33348178996432,76.01235171422506,83.79581805054106,82.74693372542349,81.70483839420078,84.4170020041701,-1.007157918833343,0.1116666666666666,3.588333333333333,90.32666666666668,87.56833333333333,89.17166666666667,-1.12,2293.696549029959,2293.696549029959,28.84849354464971,28.99465157159179,36.70643071427982,34.19528302513262,14.97135865505836,592.2925784615697,552.7842706595651,111.7527729580498,45.06307835376234,33.60821118570011,28.32206533838172,91.62656170926056,92.2422522571682,93.76535351990717,95.33227823124396,85.1758768305765,88.57625719798133,89.67171580880637,89.78139435601382,88.4888155896508,264.3476623622143,252.788663934998,102.8239963392314,2293.696549029959,99.99449428017672,79.33284009180935,628.0149867418412,619.2577569263133,89.85,83.567,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.38333333333333,98.9,46.1,29.73333333333333,47.33333333333333,88.15,88.18333333333332,273.8,304.8666666666667,698.9833333333333,686.5999999999999,0.26,68.02666666666667,67.57,68.06833333333333,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,57.9,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19146.5,0.0,157.89,59.26,0.094485,11.3382,-0.0,0.216
495,821,821,821,55.056077,2023-04-05 22:01:15.520745+00:00,0.0,19.2,1.894481454066946,699.2666666666667,7.156666666666666,0.0,64.28250048225948,140.0,13.0432087111159,0.0,18.35551787504409,60.0,100.0,0.0,56.05666666666666,56.05666666666666,70.0,120.0,40.0,7.156666666666666,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.6297184427598,6.370009336958216,2.168866883607082,82.45,39.03,-77.06333333333333,31.360000000000003,31.62466666666667,31.415333333333336,0.0,19.2,0.0,0.1075516367192474,83.9044403624728,80.15357609800299,81.05310452934481,76.04629614753438,77.08160212615934,1.701880534462543,1.73726454382005,-0.086328205751462,-0.0071023987506091,-0.8174688858719268,-0.7518967202269518,77.11554658588878,0.4861253235458207,80.59485418835081,76.4027129504345,84.1250794721251,83.02188396325639,82.03749420744043,84.68516338360212,-1.004215249186329,0.1133333333333333,3.606666666666666,90.63333333333333,87.88666666666667,89.48333333333333,-1.12,2293.696549029959,2293.696549029959,28.84849354464971,28.99465157159179,36.42263661076862,33.75669216842931,14.97135865505836,592.2925784615697,552.7842706595651,111.7527729580498,45.06307835376234,33.60821118570011,28.32206533838172,91.62656170926056,92.2422522571682,93.76535351990717,95.33227823124396,85.1758768305765,88.57625719798133,89.67171580880637,89.78139435601382,88.4888155896508,264.3476623622143,252.788663934998,102.8239963392314,2293.696549029959,99.99449428017672,79.33284009180935,628.0149867418412,619.2577569263133,89.85674999999999,83.5735,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.36666666666667,98.9,46.1,29.76666666666667,47.36666666666667,88.3,88.26666666666667,274.0,305.1333333333333,699.2666666666667,686.9,0.26,67.96333333333334,67.50999999999999,68.00666666666666,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.0,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19112.0,0.0,157.52,59.26,0.09440000000000001,11.328000000000001,-0.0,0.216
496,822,822,822,55.06719600000001,2023-04-05 22:01:15.531864+00:00,0.0,19.14,1.897508018751542,699.55,7.145,0.0,67.03811753462855,140.0,14.90612109000137,0.0,19.55292111205949,60.0,100.0,0.0,56.14,56.14,70.0,120.0,40.0,7.145,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.63446424507139,5.714401299700914,2.199226689121116,82.785,38.975,-77.03999999999999,31.330000000000002,31.598,31.387,0.0,19.14,0.0,0.1076782297583988,83.94517373653443,80.62200979866559,81.49438268253911,76.351796278237,77.40407451351446,1.732275982924188,1.745501477918492,-0.0845173302370572,-0.0025752095092123,-0.8061509229590798,-0.7490789787884697,77.4108634029943,0.5438306338224663,80.93769334955422,76.6980297510706,84.55956883806294,83.35114539930228,82.30905000623169,85.01103041571969,-0.9750149093868574,0.1149999999999999,3.625,90.94,88.205,89.795,-1.12,2293.701747516493,2293.701747516493,28.84674687420173,28.99639798605891,36.01844503005348,34.10068499473529,14.96791646872963,593.0426420216604,553.5947475481164,111.7894404564464,45.06715549205043,33.62042833326717,28.32413477478158,92.09093304846007,92.72057161268144,94.2739523514171,95.79409764969976,85.52661809451887,88.91158558365898,89.99984683629269,90.14688177574769,88.8359343510631,264.9041765809382,253.2184835465044,103.1298370721746,2293.701747516493,100.3308753501402,79.50225976405251,628.8258970130571,620.1308441679203,89.86349999999999,83.58,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.35,98.9,46.1,29.8,47.4,88.45,88.35,274.2,305.4,699.55,687.2,0.26,67.9,67.44999999999999,67.945,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.1,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19077.5,0.0,157.15,59.26,0.094315,11.3178,-0.0,0.216
497,823,823,823,55.503804,2023-04-05 22:01:15.968472+00:00,0.0,19.08,1.900534583436138,699.8333333333334,7.133333333333334,0.0,65.00339409072784,140.0,13.4067050750643,0.0,17.33905551530146,60.0,100.0,0.0,56.22333333333334,56.22333333333334,70.0,120.0,40.0,7.133333333333334,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.63921004738297,5.058793262443613,2.22958649463515,83.12,38.92,-77.01666666666667,31.3,31.571333333333328,31.358666666666657,0.0,19.08,0.0,0.1078048227975501,83.98590711059605,81.09044349932819,81.9356608357334,76.65729640893962,77.72654690086958,1.762671431385832,1.753738412016934,-0.0827064547226523,0.0019519797321844,-0.7948329600462326,-0.7462612373499877,77.70618022009982,0.6015359440991119,81.28053251075765,76.99334655170671,84.9940582040008,83.68040683534817,82.58060580502294,85.33689744783727,-0.945814569587386,0.1166666666666666,3.643333333333334,91.24666666666668,88.52333333333333,90.10666666666668,-1.12,2293.706946003026,2293.706946003026,28.84500020375376,28.99814440052602,35.61425344933834,34.44467782104126,14.96447428240089,593.792705581751,554.4052244366677,111.8261079548429,45.07123263033852,33.63264548083423,28.32620421118144,92.5553043876596,93.19889096819465,94.78255118292704,96.25591706815554,85.87735935846125,89.24691396933662,90.327977863779,90.51236919548155,89.1830531124754,265.460690799662,253.6483031580106,103.4356778051177,2293.706946003026,100.6672564201037,79.67167943629568,629.636807284273,621.0039314095272,89.87025,83.5865,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.33333333333333,98.9,46.1,29.83333333333333,47.43333333333333,88.60000000000001,88.43333333333332,274.4,305.6666666666667,699.8333333333334,687.5,0.26,67.83666666666666,67.39,67.88333333333334,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.2,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19043.0,0.0,156.78,59.26,0.09423,11.307599999999999,-0.0,0.216
498,824,824,824,55.51837,2023-04-05 22:01:15.983038+00:00,0.0,19.02,1.903561148120733,700.1166666666667,7.121666666666667,0.0,63.75463254771197,140.0,13.36249313049938,0.0,17.88144269281452,60.0,100.0,0.0,56.30666666666666,56.30666666666666,70.0,120.0,40.0,7.121666666666667,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.64395584969457,4.403185225186313,2.259946300149184,83.45500000000001,38.865,-76.99333333333334,31.27,31.544666666666664,31.330333333333343,0.0,19.02,0.0,0.1079314158367014,84.02664048465768,81.55887719999077,82.3769389889277,76.96279653964224,78.04901928822471,1.793066879847478,1.761975346115375,-0.0808955792082475,0.0064791689735812,-0.7835149971333856,-0.7434434959115057,78.00149703720534,0.6592412543757575,81.62337167196107,77.28866335234281,85.42854756993864,84.00966827139406,82.85216160381418,85.66276447995484,-0.9166142297879146,0.1183333333333333,3.661666666666666,91.55333333333331,88.84166666666667,90.41833333333334,-1.12,2293.71214448956,2293.71214448956,28.84325353330578,28.99989081499313,35.21006186862319,34.78867064734724,14.96103209607215,594.5427691418416,555.2157013252191,111.8627754532394,45.07530976862662,33.64486262840129,28.32827364758129,93.0196757268591,93.67721032370788,95.291150014437,96.71773648661134,86.22810062240362,89.58224235501427,90.65610889126536,90.8778566152154,89.53017187388771,266.0172050183859,254.0781227695169,103.7415185380608,2293.71214448956,101.0036374900671,79.84109910853884,630.4477175554889,621.8770186511343,89.877,83.593,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.31666666666667,98.9,46.1,29.86666666666667,47.46666666666667,88.75,88.51666666666667,274.6,305.9333333333333,700.1166666666667,687.8,0.26,67.77333333333333,67.33,67.82166666666667,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.3,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,19008.5,0.0,156.41,59.26,0.094145,11.297400000000001,-0.0,0.216
499,825,825,825,55.545473,2023-04-05 22:01:16.010141+00:00,0.0,18.96,1.906587712805329,700.4,7.11,0.0,62.5058710046961,140.0,13.31828118593445,0.0,18.42382987032758,60.0,100.0,0.0,56.39,56.39,70.0,120.0,40.0,7.11,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.64870165200616,3.747577187929012,2.290306105663217,83.79,38.81,-76.97,31.24,31.518,31.302,0.0,18.96,0.0,0.1080580088758528,84.0673738587193,82.02731090065338,82.818217142122,77.26829667034485,78.37149167557983,1.823462328309122,1.770212280213817,-0.0790847036938426,0.0110063582149781,-0.7721970342205384,-0.7406257544730237,78.29681385431087,0.7169465646524031,81.9662108331645,77.58398015297891,85.8630369358765,84.33892970743995,83.12371740260544,85.98863151207243,-0.8874138899884432,0.12,3.68,91.86,89.16,90.73,-1.12,2293.717342976094,2293.717342976094,28.8415068628578,29.00163722946024,34.80587028790804,35.13266347365321,14.95758990974342,595.2928327019322,556.0261782137704,111.899442951636,45.07938690691471,33.65707977596835,28.33034308398115,93.48404706605862,94.15552967922108,95.79974884594697,97.17955590506712,86.578841886346,89.91757074069191,90.98423991875168,91.24334403494927,89.87729063530001,266.5737192371098,254.5079423810232,104.0473592710039,2293.717342976094,101.3400185600306,80.01051878078201,631.2586278267048,622.7501058927413,89.877,83.5978,-3276.8,-3276.8,-3276.8,-3276.8,66.1,16.3,98.9,46.1,29.9,47.5,88.9,88.6,274.8,306.2,700.4,688.1,0.26,67.71,67.27,67.76,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.4,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18974.0,0.0,156.04,59.26,0.09406,11.2872,-0.0,0.216
500,826,826,826,55.556257,2023-04-05 22:01:16.020925+00:00,0.0,18.96,1.90991035446994,700.7,7.108333333333333,0.0,61.25710946168023,140.0,13.27406924136953,0.0,18.96621704784064,60.0,100.0,0.0,56.47333333333334,56.47333333333334,70.0,120.0,40.0,7.108333333333333,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.65344745431774,3.09196915067171,2.320665911177251,84.09166666666667,38.87333333333333,-76.87333333333333,31.23,31.509666666666675,31.296999999999997,0.0,18.96,0.0,0.1081846019150041,84.10810723278092,82.49574460131598,83.2594952953163,77.57379680104748,78.69396406293495,1.853857776770768,1.778449214312259,-0.0772738281794378,0.0155335474563749,-0.7608790713076914,-0.7378080130345417,78.59213067141638,0.7746518749290487,82.30904999436791,77.87929695361501,86.29752630181434,84.66819114348584,83.39527320139669,86.31449854419,-0.8582135501889718,0.12,3.695,92.19666666666666,89.515,91.07333333333334,-1.12,2293.722541462628,2293.722541462628,28.83976019240983,29.00338364392736,34.4016787071929,35.47665629995919,14.95414772341468,596.0428962620229,556.8366551023217,111.9361104500325,45.0834640452028,33.66929692353541,28.33241252038101,93.94841840525814,94.63384903473433,96.3083476774569,97.64137532352292,86.92958315028837,90.25289912636956,91.312370946238,91.60883145468314,90.22440939671232,267.1302334558337,254.9377619925295,104.353200003947,2293.722541462628,101.6763996299941,80.17993845302517,632.0695380979207,623.6231931343483,89.877,83.60260000000001,-3276.8,-3276.8,-3276.8,-3276.8,66.11666666666666,16.28333333333333,98.91666666666669,46.11666666666667,29.88333333333333,47.53333333333333,89.01666666666667,88.68333333333332,274.9833333333333,306.45,700.7,688.4166666666667,0.26,67.69833333333332,67.25333333333333,67.74833333333333,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.48333333333333,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18939.5,0.0,155.67,59.26,0.09403666666666667,11.2844,-0.0,0.216
501,827,827,827,55.652563,2023-04-05 22:01:16.117231+00:00,0.0,18.96,1.91323299613455,701.0,7.106666666666666,0.0,60.00834791866436,140.0,13.22985729680461,0.0,19.50860422535369,60.0,100.0,0.0,56.55666666666666,56.55666666666666,70.0,120.0,40.0,7.106666666666666,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.68047216285822,2.717599919584289,2.331948271558367,84.39333333333333,38.93666666666667,-76.77666666666667,31.220000000000002,31.501333333333335,31.292,0.0,18.96,0.0,0.1088788218675813,84.85488585435024,82.70365451302958,83.43770380120438,77.99810259169728,79.08856848124864,1.863718897885883,1.7913556794293,-0.0877429520471082,0.0180800914537355,-0.8010578373642965,-0.7966129951407678,78.95279061879648,0.744950612173513,82.73759900487858,78.3290611043248,86.70910320701734,85.11795553927314,83.85352367097465,86.78123524571627,-0.8955628219570348,0.12,3.71,92.53333333333332,89.87,91.41666666666669,-1.12,2293.722541462628,2293.722541462628,28.83976019240983,29.00338364392736,34.83166974853083,35.53040518065501,14.95414772341468,596.0428962620229,556.8366551023217,111.9361104500325,45.0834640452028,33.66929692353541,28.33241252038101,93.94841840525814,94.63384903473433,96.3083476774569,97.64137532352292,86.92958315028837,90.25289912636956,91.312370946238,91.60883145468314,90.22440939671232,267.1302334558337,254.9377619925295,104.353200003947,2293.722541462628,101.6763996299941,80.17993845302517,632.0695380979207,623.6231931343483,89.877,83.6074,-3276.8,-3276.8,-3276.8,-3276.8,66.13333333333333,16.26666666666667,98.93333333333334,46.13333333333333,29.86666666666667,47.56666666666667,89.13333333333334,88.76666666666667,275.1666666666667,306.7,701.0,688.7333333333333,0.26,67.68666666666667,67.23666666666666,67.73666666666666,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.56666666666666,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18905.0,0.0,155.3,59.26,0.09401333333333334,11.281600000000001,-0.0,0.216
502,828,828,828,55.937920000000005,2023-04-05 22:01:16.402588+00:00,0.0,18.96,1.916555637799161,701.3,7.105,0.0,58.75958637564849,140.0,13.18564535223969,0.0,20.05099140286676,60.0,100.0,0.0,56.64,56.64,70.0,120.0,40.0,7.105,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.70749687139871,2.343230688496868,2.343230631939483,84.695,39.0,-76.68,31.209999999999997,31.493000000000002,31.287,0.0,18.96,0.0,0.1095730418201584,85.60166447591955,82.91156442474318,83.61591230709246,78.42240838234707,79.48317289956233,1.873580019000998,1.804262144546341,-0.0982120759147786,0.0206266354510962,-0.8412366034209016,-0.8554179772469939,79.3134505661766,0.7152493494179772,83.16614801538924,78.77882525503458,87.12068011222033,85.56771993506044,84.31177414055261,87.24797194724255,-0.932912093725098,0.12,3.725,92.87,90.225,91.76,-1.12,2293.722541462628,2293.722541462628,28.83976019240983,29.00338364392736,35.26166078986876,35.58415406135083,14.95414772341468,596.0428962620229,556.8366551023217,111.9361104500325,45.0834640452028,33.66929692353541,28.33241252038101,93.94841840525814,94.63384903473433,96.3083476774569,97.64137532352292,86.92958315028837,90.25289912636956,91.312370946238,91.60883145468314,90.22440939671232,267.1302334558337,254.9377619925295,104.353200003947,2293.722541462628,101.6763996299941,80.17993845302517,632.0695380979207,623.6231931343483,89.877,83.6122,-3276.8,-3276.8,-3276.8,-3276.8,66.15,16.25,98.95,46.15000000000001,29.85,47.6,89.25,88.85,275.35,306.95,701.3,689.05,0.26,67.675,67.22,67.725,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.65,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18896.11111111111,0.0,155.3111111111111,59.26,0.09399,11.2788,-0.0,0.216
503,829,829,829,56.03359900000001,2023-04-05 22:01:16.498267+00:00,0.0,18.96,1.919878279463772,701.6,7.103333333333333,0.0,58.55206544663693,140.0,12.51285945731265,0.0,19.13574396494949,60.0,100.0,0.0,56.72333333333334,56.72333333333334,70.0,120.0,40.0,7.103333333333333,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.73452157993919,1.968861457409446,2.354512992320599,84.99666666666667,39.06333333333333,-76.58333333333333,31.2,31.48466666666667,31.281999999999996,0.0,18.96,0.0,0.1102672617727356,86.34844309748885,83.11947433645678,83.79412081298054,78.84671417299687,79.87777731787602,1.883441140116114,1.817168609663382,-0.108681199782449,0.0231731794484568,-0.8814153694775066,-0.91422295935322,79.67411051355671,0.6855480866624415,83.5946970258999,79.22858940574436,87.53225701742332,86.01748433084774,84.77002461013058,87.71470864876882,-0.9702613654931608,0.12,3.74,93.20666666666666,90.58,92.10333333333334,-1.12,2293.722541462628,2293.722541462628,28.83976019240983,29.00338364392736,35.69165183120668,35.63790294204665,14.95414772341468,596.0428962620229,556.8366551023217,111.9361104500325,45.0834640452028,33.66929692353541,28.33241252038101,93.94841840525814,94.63384903473433,96.3083476774569,97.64137532352292,86.92958315028837,90.25289912636956,91.312370946238,91.60883145468314,90.22440939671232,267.1302334558337,254.9377619925295,104.353200003947,2293.722541462628,101.6763996299941,80.17993845302517,632.0695380979207,623.6231931343483,89.877,83.617,-3276.8,-3276.8,-3276.8,-3276.8,66.16666666666667,16.23333333333333,98.96666666666668,46.16666666666667,29.83333333333333,47.63333333333333,89.36666666666666,88.93333333333332,275.5333333333333,307.2,701.6,689.3666666666667,0.26,67.66333333333333,67.20333333333333,67.71333333333334,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.73333333333333,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18887.22222222222,0.0,155.3222222222222,59.26,0.09396666666666667,11.276,-0.0,0.216
504,830,830,830,56.057214,2023-04-05 22:01:16.521882+00:00,0.0,18.96,1.923200921128382,701.9000000000001,7.101666666666667,0.0,58.34454451762536,140.0,11.84007356238562,0.0,18.22049652703224,60.0,100.0,0.0,56.80666666666666,56.80666666666666,70.0,120.0,40.0,7.101666666666667,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.76154628847967,1.594492226322025,2.365795352701716,85.29833333333333,39.12666666666667,-76.48666666666666,31.189999999999987,31.47633333333333,31.277,0.0,18.96,0.0,0.1109614817253128,87.09522171905817,83.32738424817038,83.97232931886862,79.27101996364667,80.27238173618971,1.89330226123123,1.830075074780424,-0.1191503236501194,0.0257197234458175,-0.9215941355341116,-0.973027941459446,80.03477046093681,0.6558468239069057,84.02324603641057,79.67835355645414,87.94383392262631,86.46724872663503,85.22827507970854,88.18144535029509,-1.007610637261224,0.12,3.755,93.54333333333332,90.935,92.44666666666669,-1.12,2293.722541462628,2293.722541462628,28.83976019240983,29.00338364392736,36.12164287254461,35.69165182274247,14.95414772341468,596.0428962620229,556.8366551023217,111.9361104500325,45.0834640452028,33.66929692353541,28.33241252038101,93.94841840525814,94.63384903473433,96.3083476774569,97.64137532352292,86.92958315028837,90.25289912636956,91.312370946238,91.60883145468314,90.22440939671232,267.1302334558337,254.9377619925295,104.353200003947,2293.722541462628,101.6763996299941,80.17993845302517,632.0695380979207,623.6231931343483,89.877,83.617,-3276.8,-3276.8,-3276.8,-3276.8,66.18333333333334,16.21666666666667,98.98333333333332,46.18333333333334,29.81666666666666,47.66666666666667,89.48333333333333,89.01666666666667,275.7166666666666,307.45,701.9000000000001,689.6833333333334,0.26,67.65166666666667,67.18666666666667,67.70166666666667,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,23.0,30.0,100.0,58.81666666666666,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,18878.33333333333,0.0,155.3333333333333,59.26,0.09394333333333331,11.273199999999997,-0.0,0.216
