,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,D_NI_Displacement_Probe_1,FP_NI_Generator_Cooling_Inlet_1,FP_NI_Oil_Sump_Cooling_Inlet_1,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_spare,P_NI_Bellmouth_2,P_NI_Combustor_Can_1,P_NI_Impeller_Exit_1,P_NI_Impeller_Exit_2,P_NI_Impeller_Exit_3,P_NI_Impeller_Exit_4,P_NI_Inlet_Mass_Flow_2,P_NI_Inlet_Mass_Flow_3,P_NI_LP_Inlet_1,P_NI_LP_Inlet_2,P_NI_LP_Outlet_1,P_NI_LP_Outlet_2,P_NI_Lab_Seal_Downstream_1,P_NI_Lab_Seal_Downstream_2,P_NI_Lab_Seal_Downstream_3,P_NI_Lab_Seal_Downstream_4,P_NI_Lab_Seal_Upstream_1,P_NI_Lab_Seal_Upstream_2,P_NI_Lab_Seal_Upstream_3,P_NI_Lab_Seal_Upstream_4,P_NI_Turbine_Diffuser_Exit_2,P_PLC_Bellmouth_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit_1,T_NI_Bellmouth_3,T_NI_Bellmouth_4,T_NI_Generator_Cooling_Inlet_1,T_NI_Generator_Cooling_Outlet_1,T_NI_Generator_Stator_1,T_NI_Generator_Stator_2,T_NI_Inlet_2,T_NI_LP_Inlet_1,T_NI_LP_Inlet_2,T_NI_LP_Outlet_2,T_NI_N2_Front_Bearing_21,T_NI_Oil_Sump_Cooling_Inlet_1,T_NI_Oil_Sump_Cooling_Outlet_1,T_NI_PT_Exit_1,T_NI_PT_Exit_2,T_NI_PT_Exit_3,T_NI_PT_Exit_4,T_NI_PT_Outlet_Duct_3,T_NI_PT_Outlet_Duct_4,T_NI_PT_Outlet_Duct_5,T_NI_PT_Outlet_Duct_6,T_NI_PT_Outlet_Duct_7,T_NI_Recuperator_HP_Outlet_3,T_NI_Recuperator_HP_Outlet_4,T_NI_Seal_Bypass_1,T_NI_Seal_Bypass_2,T_NI_Seal_Bypass_3,T_NI_Seal_Bypass_4,T_NI_Turbine_Exit_1,T_NI_Turbine_Exit_2,T_PI_Engine_Frame_1,T_PI_Engine_Frame_2,T_PLC_15,T_PLC_16,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_control_mode,cc_et,cc_fuel_manual,cc_fuel_setpoint,cc_lb_set,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cc_stage,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,dt_CW_inv_mc_status,dt_i_mc,dt_n_mc,dt_pwr_mc,dt_u_mc,spare_420,I_PLC,kw_4wi,kw_dt,P_Impeller,P_BM,MF_Impeller,MF_Bellmouth,N1_krpm,P_PT_Exit,speed_ratio,P_Comb,T_Inlet,T_PT_exit,comp_eff_pt,T_PT_Duct,T_PT_Exit,T_Bypass,leakage,leakage_smooth,fuel_kgs,fuel_gph,fuel_energy,fuel_eff,T_LP_Inlet,T_HP_Outlet,recuperator_eff,T_HP_Inlet,T_LP_Outlet,P_LP_Inlet,P_LP_Outlet
806,1132,1132,1132,89.605393,2023-04-05 22:01:50.070061+00:00,0.0,26.976,2.448763878608438,731.5600000000001,13.682,70.0,61.57501992595269,26.4,6.441768659106748,0.0,13.75110040899671,60.0,100.0,0.0,62.6,62.6,70.0,120.0,40.0,13.682,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.81427743072613,5.612039496826892,2.218099001289239,112.666,38.818,-66.756,44.391999999999996,44.730000000000004,44.466,0.0,26.976,0.0,0.2309445958262241,136.3827255234989,129.9714332935727,128.4184670292766,123.1273515483852,120.5857501070658,3.845809579381621,3.750388209920376,-0.1910194395109163,-0.0121954862127622,-1.638586706124919,-1.607425356741377,128.1341808824674,0.494611398925608,132.7548925496312,125.5034736230026,140.1760401384323,136.2893777802843,134.6812504822352,139.5268486076652,-1.963128946936301,0.24,7.641999999999999,148.166,145.484,146.738,-1.112,2293.712682237397,2293.712682237397,29.10058052370145,29.53521455955344,40.83004527836039,36.79887880017672,13.6862664977264,667.5143372328502,649.6522438462445,127.2631098369198,46.74630649528294,36.01012210376985,28.59772570478198,133.7162839563462,132.3944865030262,135.0665892811647,136.2190928930467,129.2771161159524,130.2546330424074,131.4742461624075,132.2566728471998,131.6443200480405,378.4939993136357,346.0839560497221,156.013783786514,2293.712682237397,154.1428658938751,129.7897359195632,711.3041082585783,697.2411768114307,91.355,85.041,640.28,582.9,587.6,493.86,64.2,15.28,110.84,47.9,29.8,60.98,129.18,130.06,366.8,416.3,731.5600000000001,732.34,0.286,94.658,94.006,94.67,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,92.38,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27046.66666666667,0.0,220.0666666666666,59.26,0.13358799999999998,16.030559999999998,-0.0,3.798098894650998,0.23547229791311203,0.2652368734538364,0.27125599570393794,82.88442898550713,146.796,0.38537142857142853,0.9580314665969382,14.4831332488632,134.34911315839594,69.97275150606562,130.6487258622667,134.34911315839594,146.6487951999841,-30.085227273496507,-28.87286774586924,0.0038943666666666657,4.5331945548830905,167.45776666666663,9.57289728574349,658.5832905395473,376.91948884083945,46.64797106609505,134.34911315839594,119.0515549184599,-0.10160746286183925,-1.623006031433148
807,1133,1133,1133,89.64536100000001,2023-04-05 22:01:50.110029+00:00,0.0,27.0,2.453047125585986,731.7,13.71,105.0,60.95628370625278,25.2,6.453745031767652,0.0,13.59120678151608,60.0,100.0,0.0,62.7,62.7,70.0,120.0,40.0,13.71,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.85646234492132,4.763810693867188,2.156558856066818,112.95,38.78,-66.7,44.44,44.778,44.512,0.0,27.0,0.0,0.2320931312834903,136.5694210619613,130.5527349524125,128.9912824422515,123.7383543364223,120.9633836722709,3.860891380017529,3.782001976297294,-0.1904535409839827,-0.026342952085554,-1.690083388569258,-1.604566797261599,128.711239356333,0.5709860740881858,133.2683051056201,126.0296150317844,140.7276408333193,136.722171989971,135.1182876998036,140.0572338536863,-2.027924201494009,0.24,7.68,148.6,145.91,147.18,-1.11,2293.712682237397,2293.712682237397,29.10058052370145,29.53521455955344,39.90556440779773,36.27213975827832,13.6862664977264,667.5143372328502,649.6522438462445,127.2631098369198,46.74630649528294,36.01012210376985,28.59772570478198,133.7162839563462,132.3944865030262,135.0665892811647,136.2190928930467,129.2771161159524,130.2546330424074,131.4742461624075,132.2566728471998,131.6443200480405,378.4939993136357,346.0839560497221,156.013783786514,2293.712682237397,154.1428658938751,129.7897359195632,711.3041082585783,697.2411768114307,91.37275,85.05875,644.5,590.4,592.2,501.0,64.2,15.3,110.9,47.9,29.8,61.0,129.3,130.2,367.1,416.6,731.7,732.5,0.29,94.75,94.1,94.76,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,92.5,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27080.55555555555,0.0,220.4222222222222,59.26,0.13373,16.0476,-0.0,3.8214466781574115,0.23604656564174514,0.2660166442320337,0.2715857359739729,84.9343484702092,147.23,0.2571428571428571,0.9571097787691307,14.4931332488632,134.34911315839594,70.13583606158191,130.69205919560002,134.34911315839594,146.6487951999841,-29.732914643082143,-29.58015993858271,0.003948833333333333,4.596595877329007,169.7998333333333,9.45089266872072,658.5832905395473,377.0694888408394,46.67200646958886,134.34911315839594,119.0815549184599,-0.10839824653476836,-1.6473250929154286
809,1135,1135,1135,90.057567,2023-04-05 22:01:50.522235+00:00,0.0,27.0,2.46627189735998,732.1,13.795,112.0,63.3088607269085,24.0,6.694051428665463,0.0,13.59051213262727,60.0,100.0,0.0,62.95,62.95,70.0,120.0,40.0,13.795,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.94083217331168,3.067353087947781,2.033478565621976,113.97,38.94,-64.89,44.575,44.923,44.657,0.0,27.0,0.0,0.2343902021980229,136.942812138886,131.7153382700919,130.1369132682013,124.9603599124965,121.718650802681,3.891054981289346,3.845229509051133,-0.1893217439301153,-0.0546378838311376,-1.793076753457934,-1.598849678302043,129.8653563040643,0.7237354244133414,134.295130217598,127.081897849348,141.8308422230934,137.5877604093444,135.9923621349404,141.1180043457285,-2.157514710609425,0.245,7.795,149.89,147.295,148.525,-1.11,2293.712682237397,2293.712682237397,29.10058052370145,29.53521455955344,38.0566026666724,35.2186616744815,13.6862664977264,667.5143372328502,649.6522438462445,127.2631098369198,46.74630649528294,36.01012210376985,28.59772570478198,133.7162839563462,132.3944865030262,135.0665892811647,136.2190928930467,129.2771161159524,130.2546330424074,131.4742461624075,132.2566728471998,131.6443200480405,378.4939993136357,346.0839560497221,156.013783786514,2293.712682237397,154.1428658938751,129.7897359195632,711.3041082585783,697.2411768114307,91.40825,85.09424999999999,641.0,593.65,603.8,506.6,64.2,15.3,111.05,47.95,29.8,61.0,129.7,130.6,367.8,417.35,732.1,732.85,0.29,95.05,94.385,95.06,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,92.75,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27148.33333333333,0.0,221.1333333333333,59.26,0.134155,16.0986,-0.0,3.8681422451702394,0.23969510109901143,0.2675681214544366,0.2736713243058129,85.3187220611915,148.56999999999996,0.24107142857142858,0.9534717066723466,14.4931332488632,134.34911315839594,70.61261675726386,130.82539252893335,134.34911315839594,146.6487951999841,-28.6488757802685,-30.312028170480556,0.003948833333333333,4.596595877329007,169.7998333333333,9.480928033890887,658.5832905395473,377.43198884083944,46.727220424647534,134.34911315839594,119.1565549184599,-0.12197981388062645,-1.6959632158799884
810,1136,1136,1136,90.122107,2023-04-05 22:01:50.586775+00:00,0.0,27.0,2.4728842832469775,732.3,13.8375,84.0,66.28017396726412,24.0,6.92238145290237,0.0,13.7497111112191,60.0,100.0,0.0,63.075,63.075,70.0,120.0,40.0,13.8375,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.8743909363071,2.717805060170204,2.087633893551638,114.48,39.02,-63.985,44.6425,44.9955,44.7295,0.0,27.0,0.0,0.2350517588529044,137.4995043924445,132.0887291962348,130.5035152088639,125.3371450456315,121.9834186422456,3.872260738441202,3.832003932112626,-0.196338885531258,-0.0320019376831499,-1.783343315348969,-1.618696242946716,130.2625083985906,0.6931855542436395,134.7058603491647,127.4654719855823,142.3230398881883,137.9883072853575,136.4098812685173,141.5592849714946,-2.14348045589144,0.2475,7.8525,150.535,147.9875,149.1975,-1.11,2293.711606688298,2293.711606688298,29.09708800166627,29.54008360757129,37.99640391601445,35.7690502298178,13.70884524018584,667.891607219458,650.1604348010139,127.3767241109066,46.76277457856377,36.02149022345712,28.59869119277857,134.1724529325718,132.8372423994317,135.5160049204936,136.6420024762097,129.7199342904019,130.6787512469465,131.9188443419437,132.7610186575318,132.1036022183648,379.1289769466602,346.6442246850248,156.4437028195743,2293.711606688298,154.5776986756067,130.1172409207235,711.673553901748,697.4962248594364,91.426,85.112,639.25,595.275,609.6,509.4,64.2,15.3,111.125,47.975,29.8,61.0,129.9,130.8,368.15,417.725,732.3,733.0250000000001,0.29,95.2,94.5275,95.21,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,92.875,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27182.22222222222,0.0,221.4888888888889,59.26,0.1343675,16.1241,-0.0,3.852132335276914,0.2412758794264522,0.26702688000531183,0.27455915972826406,81.7285642512076,149.24,0.32142857142857145,0.953143912327917,14.504422620092921,134.79192568217672,70.59892263887154,131.20056658470705,134.79192568217672,147.04621413863484,-29.30695739887697,-30.977574018986264,0.003948833333333333,4.596595877329007,169.7998333333333,9.495945716475969,659.026021010236,377.91205040792124,46.74111143270427,134.79192568217672,119.2508620554533,-0.11417041160720395,-1.7010197791478425
811,1137,1137,1137,90.194983,2023-04-05 22:01:50.659651+00:00,0.0,27.0,2.479496669133975,732.5,13.88,56.0,69.25148720761973,24.0,7.150711477139276,0.0,13.90891008981092,60.0,100.0,0.0,63.2,63.2,70.0,120.0,40.0,13.88,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.80794969930251,2.368257032392628,2.1417892214813,114.99,39.1,-63.08,44.709999999999994,45.068000000000005,44.802,0.0,27.0,0.0,0.2357133155077859,138.056196646003,132.4621201223777,130.8701171495265,125.7139301787665,122.2481864818101,3.853466495593057,3.818778355174118,-0.2033560271324006,-0.0093659915351622,-1.773609877240004,-1.63854280759139,130.659660493117,0.6626356840739376,135.1165904807314,127.8490461218167,142.8152375532832,138.3888541613706,136.8274004020942,142.0005655972607,-2.129446201173457,0.25,7.91,151.18,148.68,149.87,-1.11,2293.710531139198,2293.710531139198,29.09359547963109,29.54495265558913,37.93620516535649,36.31943878515411,13.73142398264529,668.268877206066,650.6686257557834,127.4903383848934,46.77924266184461,36.0328583431444,28.59965668077515,134.6286219087974,133.2799982958371,135.9654205598225,137.0649120593728,130.1627524648513,131.1028694514855,132.36344252148,133.2653644678639,132.5628843886892,379.7639545796848,347.2044933203275,156.8736218526347,2293.710531139198,155.0125314573383,130.4447459218838,712.0429995449177,697.7512729074422,91.4408,85.1266,637.5,596.9,615.4,512.2,64.2,15.3,111.2,48.0,29.8,61.0,130.1,131.0,368.5,418.1,732.5,733.2,0.29,95.35,94.67,95.36,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,93.0,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27216.11111111111,0.0,221.8444444444444,59.26,0.13457999999999998,16.149599999999996,-0.0,3.8361224253835875,0.24285665775389295,0.26648442851425497,0.27544396429296003,79.27854170692422,149.91,0.48214285714285715,0.9528178663243695,14.515711991322647,135.23473820595746,70.58489457735232,131.57574064048075,135.23473820595746,147.4436330772856,-29.969932610933093,-31.345380968677087,0.003948833333333333,4.596595877329007,169.7998333333333,9.51096339906105,659.4687514809248,378.3921119750031,46.75499888539399,135.23473820595746,119.3451691924467,-0.10636100933378141,-1.706076342415697
822,1148,1148,1148,91.352632,2023-04-05 22:01:51.817300+00:00,0.0,27.432,2.5384686240644787,734.48,14.384,46.08,62.68570908283408,81.6,6.968292136953671,0.0,14.38415369391897,60.0,100.0,0.0,64.3,64.3,70.0,120.0,40.0,14.384,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.75100006074966,5.371417164438657,2.695650556025514,120.706,39.15,-66.262,45.562,45.914,45.653999999999996,0.0,27.432,0.0,0.247094545827904,146.1078706583111,137.3739091957345,136.0432791506821,130.2591139402617,126.2808050908035,3.951498211424127,3.842561191530097,-0.1954334478365165,-0.0383400028183402,-1.61945936905561,-1.623964163742157,136.1519019992441,0.5540139235610454,140.3949831712729,132.9000058470579,148.3414307395021,143.5077087230838,142.0990050963881,147.7304264138537,-2.337017326658702,0.262,8.12,157.224,154.55,155.882,-1.1,2293.710889655028,2293.710889655028,29.07227255429145,29.56709292325868,37.94480500131969,38.30599749300637,13.81908447852483,670.9242408550559,654.3000010770081,128.3196489633646,46.9075435939685,36.13251923956944,28.61781687774847,138.0709983246412,136.3992394666787,139.224666341373,140.2318126808015,133.4087805160003,134.2411906104185,135.5617812722766,137.0111664992084,136.0715541337476,384.2218845764973,351.1451710273152,160.1119636631245,2293.710889655028,158.1517792204226,132.9227398334342,714.6607165270298,699.4756790539343,91.6166,85.301,670.38,659.36,735.8399999999999,581.72,64.1,15.28,111.86,47.82,29.7,61.62,132.08,132.96,371.6,421.3,734.48,734.74,0.3,97.114,96.408,97.108,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,94.22,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27670.0,0.0,225.5,59.26,0.13713,16.4556,-0.0,3.897029701477112,0.254547272913952,0.26846045277785846,0.28193514790457597,81.21043220611904,155.88533333333334,0.5953125,0.9619865090631835,14.549542239262415,138.4816792033736,70.79060369107654,134.51554707020549,138.4816792033736,150.3954942389938,-33.290193958107345,-31.807380661373937,0.004085,4.755099183443801,175.655,9.36813640374598,662.6121209660321,382.06676390095316,46.87612627450602,138.4816792033736,120.08982448168231,-0.11688672532742836,-1.6217117663988834
823,1149,1149,1149,91.558266,2023-04-05 22:01:52.022934+00:00,0.0,27.504,2.5441467225923184,734.66,14.438,69.12,61.12377773208418,81.6,6.988909344844309,0.0,14.39434807448701,60.0,100.0,0.0,64.4,64.4,70.0,120.0,40.0,14.438,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.73518071860695,5.693067175574711,2.694009485306242,121.072,39.15,-65.684,45.653999999999996,46.01,45.746,0.0,27.504,0.0,0.2482747312231888,146.4982344267126,137.9102345608361,136.5524487330577,130.6800272188442,126.5897010081537,3.934560182765414,3.830727778745712,-0.2040351055246816,-0.0557696810627561,-1.600671567624473,-1.629068733862125,136.6373103416732,0.5370417735184816,140.8634194025682,133.361652789512,148.8404175813571,143.9523838445262,142.5267078220691,148.2294132226251,-2.39971874776209,0.264,8.12,157.808,155.11,156.464,-1.1,2293.711785945811,2293.711785945811,29.06956121448293,29.56897620416268,37.45461516287213,38.27159820643925,13.82406554565013,671.3051292773475,654.8267016912372,128.4417659024924,46.92726776453885,36.14890837391025,28.62163281099436,138.589465696433,136.8469828370849,139.7024160572639,140.7063556487865,133.8881738979504,134.7076822467475,136.0279173253236,137.5693576492955,136.6042599422689,384.860133850932,351.7101389775851,160.5991098409517,2293.711785945811,158.6104665748949,133.2966095604515,715.0380615401805,699.7154945545531,91.6308,85.315,669.46,662.02,744.38,585.44,64.1,15.26,111.92,47.84,29.7,61.74,132.26,133.12,371.9,421.6,734.66,734.88,0.3,97.298,96.596,97.296,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,94.34,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27730.55555555555,0.0,225.9111111111111,59.26,0.13741,16.4892,-0.0,3.882643980755563,0.2561373656115944,0.26798341843986506,0.28280952744693105,84.21205797101437,156.46066666666667,0.39791666666666664,0.9613538162583876,14.542032772825065,138.96130505989208,70.70428397107787,134.9116181358064,138.96130505989208,150.8353953254327,-34.10523950485817,-32.34775864993279,0.004085,4.755099183443801,175.655,9.387264808858273,663.0659154842924,382.5175682071293,46.88136616787724,138.96130505989208,120.18088295124619,-0.12990239329371886,-1.614870150743299
824,1150,1150,1150,91.668702,2023-04-05 22:01:52.133370+00:00,0.0,27.576,2.5498248211201577,734.84,14.492,92.16,59.56184638133427,81.6,7.009526552734947,0.0,14.40454245505505,60.0,100.0,0.0,64.5,64.5,70.0,120.0,40.0,14.492,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.71540654174913,4.893044963302948,2.66836775560781,121.438,39.15,-65.10600000000001,45.745999999999995,46.106,45.838,0.0,27.576,0.0,0.2495151516191439,147.5887075011448,138.4278905004487,137.0276737862436,131.1467658272647,127.1540301948112,4.039407798691597,3.910632352567785,-0.2009226636529737,-0.0274747484153454,-1.673955303827366,-1.648057728702088,137.1422369682849,0.5073405110796188,141.3895616700532,133.8496069252106,149.3453448671282,144.5506587264152,143.1886288757849,148.8149591218322,-2.335772354360708,0.266,8.12,158.392,155.67,157.046,-1.1,2293.711785945811,2293.711785945811,29.06956121448293,29.56897620416268,38.04585290583155,37.73410937296559,13.82406554565013,671.3051292773475,654.8267016912372,128.4417659024924,46.92726776453885,36.14890837391025,28.62163281099436,138.589465696433,136.8469828370849,139.7024160572639,140.7063556487865,133.8881738979504,134.7076822467475,136.0279173253236,137.5693576492955,136.6042599422689,384.860133850932,351.7101389775851,160.5991098409517,2293.711785945811,158.6104665748949,133.2966095604515,715.0380615401805,699.7154945545531,91.645,85.329,668.54,664.6800000000001,752.92,589.16,64.1,15.24,111.98,47.86,29.7,61.86,132.44,133.28,372.2,421.9,734.84,735.02,0.3,97.482,96.784,97.484,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,94.46,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27791.11111111111,0.0,226.3222222222223,59.26,0.13769,16.5228,-0.0,3.9750200756296907,0.2577575758095719,0.2710144902803785,0.2837001437190082,83.23595233494352,157.036,0.29921875000000003,0.9634337516155489,14.532032772825065,138.96130505989208,70.8885004598744,134.96828480247308,138.96130505989208,150.8353953254327,-33.6280099622201,-32.874808805232526,0.004085,4.755099183443801,175.655,9.406393213970567,663.0659154842924,382.66756820712925,46.90407019718213,138.96130505989208,120.21088295124619,-0.11419870603415955,-1.661006516264727
825,1151,1151,1151,91.706716,2023-04-05 22:01:52.171384+00:00,0.0,27.648,2.555502919647997,735.02,14.546,115.2,57.99991503058436,81.6,7.030143760625585,0.0,14.41473683562309,60.0,100.0,0.0,64.60000000000001,64.60000000000001,70.0,120.0,40.0,14.546,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.69563236489132,4.093022751031186,2.642726025909378,121.804,39.15,-64.528,45.837999999999994,46.202,45.93,0.0,27.648,0.0,0.2507555720150991,148.6791805755771,138.9455464400613,137.5028988394294,131.6135044356852,127.7183593814687,4.144255414617781,3.990536926389858,-0.1978102217812658,0.0008201842320652,-1.747239040030259,-1.667046723542051,137.6471635948967,0.4776392486407559,141.9157039375382,134.3375610609092,149.8502721528993,145.1489336083041,143.8505499295008,149.4005050210393,-2.271825960959327,0.268,8.12,158.976,156.23,157.628,-1.1,2293.711785945811,2293.711785945811,29.06956121448293,29.56897620416268,38.63709064879097,37.19662053949193,13.82406554565013,671.3051292773475,654.8267016912372,128.4417659024924,46.92726776453885,36.14890837391025,28.62163281099436,138.589465696433,136.8469828370849,139.7024160572639,140.7063556487865,133.8881738979504,134.7076822467475,136.0279173253236,137.5693576492955,136.6042599422689,384.860133850932,351.7101389775851,160.5991098409517,2293.711785945811,158.6104665748949,133.2966095604515,715.0380615401805,699.7154945545531,91.659,85.329,667.62,667.34,761.46,592.88,64.1,15.22,112.04,47.88,29.7,61.98,132.62,133.44,372.5,422.2,735.02,735.16,0.3,97.666,96.972,97.672,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,94.58,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27851.66666666667,0.0,226.7333333333333,59.26,0.13797,16.5564,-0.0,4.0673961705038195,0.25937778600754957,0.274005684056327,0.2845879422869045,79.58170950080506,157.61133333333333,0.24,0.9655044441126858,14.522032772825066,138.96130505989208,71.0723682832068,135.02495146913972,138.96130505989208,150.8353953254327,-33.150780419582254,-33.38020254369941,0.004085,4.755099183443801,175.655,9.425521619082861,663.0659154842924,382.8175682071293,46.926779099448595,138.96130505989208,120.24088295124619,-0.0984950187746003,-1.707142881786155
826,1152,1152,1152,91.845559,2023-04-05 22:01:52.310227+00:00,0.0,27.72,2.561181018175837,735.2,14.6,76.79999999999998,60.62513155461461,81.6,7.226164752117102,0.0,14.94255734618828,60.0,100.0,0.0,64.7,64.7,70.0,120.0,40.0,14.6,60.0,0.0,145.0,0.0,1.0,1.0,0.0,1.0,31.67585818803351,3.293000538759423,2.617084296210946,122.17,39.15,-63.95,45.92999999999999,46.298,46.022,0.0,27.72,0.0,0.2519959924110542,149.7696536500093,139.463202379674,137.9781238926153,132.0802430441057,128.2826885681262,4.249103030543965,4.070441500211931,-0.1946977799095579,0.0291151168794758,-1.820522776233152,-1.686035718382015,138.1520902215084,0.447937986201893,142.4418462050232,134.8255151966078,150.3551994386704,145.7472084901931,144.5124709832166,149.9860509202464,-2.207879567557946,0.27,8.12,159.56,156.79,158.21,-1.1,2293.711785945811,2293.711785945811,29.06956121448293,29.56897620416268,39.2283283917504,36.65913170601827,13.82406554565013,671.3051292773475,654.8267016912372,128.4417659024924,46.92726776453885,36.14890837391025,28.62163281099436,138.589465696433,136.8469828370849,139.7024160572639,140.7063556487865,133.8881738979504,134.7076822467475,136.0279173253236,137.5693576492955,136.6042599422689,384.860133850932,351.7101389775851,160.5991098409517,2293.711785945811,158.6104665748949,133.2966095604515,715.0380615401805,699.7154945545531,91.673,85.329,666.7,670.0,770.0,596.6,64.1,15.2,112.1,47.9,29.7,62.1,132.8,133.6,372.8,422.5,735.2,735.3,0.3,97.85,97.16,97.86,60.0,50.0,231.0,53.0,0.0,0.0,3.0,0.5,0.5,30.0,30.0,100.0,94.7,120.0,40.0,0.0,0.1,2.0,60.0,145.0,10.0,0.0,27912.22222222222,0.0,227.1444444444444,59.26,0.13825,16.59,-0.0,4.159772265377948,0.2609979962055271,0.27695829187925736,0.2854729494392439,76.51294299516896,158.1866666666667,0.3609375000000001,0.9675659552236288,14.512032772825066,138.96130505989208,71.25588872030146,135.0816181358064,138.96130505989208,150.8353953254327,-32.67355087694418,-33.79665025693352,0.004085,4.755099183443801,175.655,9.444650024195154,663.0659154842924,382.96756820712926,46.94949287624561,138.96130505989208,120.2708829512462,-0.08279133151504105,-1.7532792473075833
